emt_id,customer_id,amount_cad,debit_credit,transaction_date,transaction_time
EMT00000000000027537,SYNCID0000002454,5077.7,C,2022-12-17,21:43:23
EMT00000000000027538,SYNCID0000002454,520.74,D,2022-11-18,19:25:02
EMT00000000000027539,SYNCID0000002454,294.36,D,2023-01-31,18:29:31
EMT00000000000027540,SYNCID0000002454,1488.43,D,2022-11-29,19:02:40
EMT00000000000027541,SYNCID0000002454,471.5,D,2022-12-31,16:58:52
EMT00000000000027542,SYNCID0000002454,582.85,D,2022-11-13,22:29:18
EMT00000000000027543,SYNCID0000002454,3168.24,C,2022-11-02,00:46:19
EMT00000000000027544,SYNCID0000002454,1658.24,D,2022-12-07,21:45:26
EMT00000000000027545,SYNCID0000002454,872.67,D,2022-12-11,20:19:51
EMT00000000000027546,SYNCID0000002454,3275.64,D,2023-01-14,20:24:37
EMT00000000000027547,SYNCID0000002454,630.42,D,2023-01-20,09:49:59
EMT00000000000027548,SYNCID0000002454,325.44,D,2022-12-01,20:14:39
EMT00000000000027549,SYNCID0000002454,2655.34,C,2022-12-01,16:37:56
EMT00000000000027550,SYNCID0000002454,2089.42,D,2022-11-26,21:24:30
EMT00000000000027551,SYNCID0000002454,3249.76,D,2023-01-06,21:32:59
EMT00000000000027552,SYNCID0000002454,1089.65,D,2022-12-12,09:46:33
EMT00000000000027553,SYNCID0000002454,1345.19,D,2022-12-21,13:03:57
EMT00000000000027554,SYNCID0000002454,3140.82,C,2022-11-16,15:17:24
EMT00000000000027555,SYNCID0000002454,323.4,D,2023-01-13,01:40:29
EMT00000000000027556,SYNCID0000002454,154.88,C,2022-11-15,23:22:27
EMT00000000000027557,SYNCID0000002454,3169.12,D,2022-12-04,12:08:20
EMT00000000000027558,SYNCID0000002454,747.55,D,2022-11-14,23:00:11
EMT00000000000027559,SYNCID0000002454,104.98,C,2022-11-17,21:36:06
EMT00000000000027560,SYNCID0000002454,595.89,D,2022-11-07,17:34:39
EMT00000000000027561,SYNCID0000002454,471.19,D,2022-11-24,14:11:20
EMT00000000000027562,SYNCID0000002454,604.23,D,2023-01-17,15:33:33
EMT00000000000027563,SYNCID0000002454,1879.27,C,2022-12-23,13:08:35
EMT00000000000027564,SYNCID0000002454,433.08,D,2022-12-17,23:37:31
EMT00000000000027565,SYNCID0000002454,2806.38,C,2022-12-21,17:54:19
EMT00000000000027566,SYNCID0000002454,514.82,D,2022-11-11,20:54:34
EMT00000000000027567,SYNCID0000002454,353.16,D,2022-11-11,20:36:16
EMT00000000000027568,SYNCID0000002454,174.58,D,2022-12-13,18:06:15
EMT00000000000027569,SYNCID0000002454,483.37,D,2023-01-27,16:30:11
EMT00000000000027570,SYNCID0000002454,887.83,C,2022-12-04,18:08:25
EMT00000000000027571,SYNCID0000002454,422.0,D,2022-12-01,02:28:38
EMT00000000000027572,SYNCID0000002454,5170.54,D,2022-11-20,14:14:46
EMT00000000000027573,SYNCID0000002454,1037.64,D,2022-11-03,04:34:32
EMT00000000000027574,SYNCID0000002454,529.37,D,2022-11-06,04:05:55
EMT00000000000027575,SYNCID0000002454,366.14,D,2023-01-18,18:55:12
EMT00000000000027576,SYNCID0000002454,1566.24,D,2022-12-07,19:22:06
EMT00000000000027577,SYNCID0000002454,659.75,C,2022-11-12,20:16:03
EMT00000000000027578,SYNCID0000002454,106.85,D,2022-12-22,12:13:56
EMT00000000000027579,SYNCID0000002454,879.21,D,2022-11-23,19:58:25
EMT00000000000027580,SYNCID0000002454,734.33,D,2022-11-09,23:04:54
EMT00000000000027581,SYNCID0000002454,1962.59,C,2022-12-13,04:45:56
EMT00000000000027582,SYNCID0000002454,3016.96,C,2022-12-06,15:56:33
EMT00000000000027583,SYNCID0000002454,2871.07,C,2022-11-07,17:29:48
EMT00000000000027584,SYNCID0000002454,895.38,C,2022-11-03,18:57:31
EMT00000000000027585,SYNCID0000002454,5024.52,D,2023-01-24,17:06:10
EMT00000000000027586,SYNCID0000002454,214.81,D,2022-12-20,12:07:16
EMT00000000000027587,SYNCID0000002454,5176.19,D,2022-11-09,22:31:49
EMT00000000000027588,SYNCID0000002454,1114.35,D,2022-11-21,20:05:56
EMT00000000000027589,SYNCID0000002454,1928.95,C,2022-11-29,20:37:37
EMT00000000000027590,SYNCID0000002454,3213.32,D,2022-12-11,16:45:52
EMT00000000000027591,SYNCID0000002454,314.25,D,2022-11-16,16:59:34
EMT00000000000027592,SYNCID0000002454,1146.7,D,2022-11-27,17:39:17
EMT00000000000027593,SYNCID0000002454,133.69,D,2022-12-23,10:00:05
EMT00000000000027594,SYNCID0000002454,425.0,D,2022-11-27,06:58:12
EMT00000000000027595,SYNCID0000002454,5946.7,D,2022-11-15,10:47:06
EMT00000000000027596,SYNCID0000002454,353.3,D,2022-11-10,18:33:47
EMT00000000000027597,SYNCID0000002454,294.76,D,2022-12-17,13:38:21
EMT00000000000027598,SYNCID0000002454,703.13,D,2022-12-28,11:11:55
EMT00000000000027599,SYNCID0000002454,496.47,C,2022-12-06,17:11:49
EMT00000000000027600,SYNCID0000002454,617.48,D,2022-12-06,19:33:42
EMT00000000000027601,SYNCID0000002454,1217.25,D,2022-12-11,20:47:21
EMT00000000000027602,SYNCID0000002454,37.91,D,2023-01-10,18:42:50
EMT00000000000027603,SYNCID0000002454,5820.76,D,2022-11-02,11:28:49
EMT00000000000027604,SYNCID0000002454,1705.38,D,2022-11-11,20:41:09
EMT00000000000027605,SYNCID0000002454,818.37,D,2022-12-18,19:12:39
EMT00000000000027606,SYNCID0000002454,2035.07,D,2022-11-07,13:55:39
EMT00000000000027607,SYNCID0000002454,198.44,D,2022-12-31,08:53:29
EMT00000000000027608,SYNCID0000002454,89.36,C,2022-11-05,21:11:10
EMT00000000000027609,SYNCID0000002454,129.42,C,2022-11-29,20:41:59
EMT00000000000027610,SYNCID0000002454,172.04,D,2023-01-31,21:00:53
EMT00000000000027611,SYNCID0000002454,1554.2,D,2022-11-04,16:36:02
EMT00000000000027612,SYNCID0000002454,315.09,D,2023-01-20,13:29:44
EMT00000000000027613,SYNCID0000002454,2058.74,D,2023-01-27,16:34:31
EMT00000000000027614,SYNCID0000002454,478.18,D,2023-01-31,07:01:11
EMT00000000000027615,SYNCID0000002454,424.8,D,2023-01-20,10:46:36
EMT00000000000027616,SYNCID0000002454,332.55,D,2023-01-17,15:57:54
EMT00000000000027617,SYNCID0000002454,549.79,D,2022-12-01,23:31:59
EMT00000000000027618,SYNCID0000002454,855.2,D,2022-12-07,17:14:13
EMT00000000000027619,SYNCID0000002454,7146.34,C,2022-12-02,15:50:28
EMT00000000000027620,SYNCID0000002454,1539.77,D,2022-11-23,20:38:18
EMT00000000000027621,SYNCID0000002454,767.54,D,2023-01-18,16:33:19
EMT00000000000027622,SYNCID0000002454,2953.75,D,2022-12-01,01:22:37
EMT00000000000027623,SYNCID0000002454,1657.04,C,2022-12-01,04:39:28
EMT00000000000027624,SYNCID0000002454,215.3,D,2022-11-25,15:58:34
EMT00000000000027625,SYNCID0000002454,173.49,D,2022-11-08,18:25:14
EMT00000000000027626,SYNCID0000002454,765.38,D,2022-11-09,00:00:18
EMT00000000000027627,SYNCID0000002454,623.29,D,2022-12-09,03:03:03
EMT00000000000027628,SYNCID0000002454,131.97,C,2022-12-08,03:52:23
EMT00000000000027629,SYNCID0000002454,61.61,D,2023-01-18,08:02:29
EMT00000000000027630,SYNCID0000002454,676.88,D,2022-12-11,15:53:50
EMT00000000000027631,SYNCID0000002454,118.91,C,2022-12-13,20:42:59
EMT00000000000027632,SYNCID0000002454,1731.62,C,2022-12-27,20:55:49
EMT00000000000027633,SYNCID0000002454,1297.41,D,2023-01-12,13:18:21
EMT00000000000027634,SYNCID0000002454,70.04,D,2022-11-12,21:19:17
EMT00000000000027635,SYNCID0000002454,891.92,C,2022-12-09,17:13:14
EMT00000000000027636,SYNCID0000002454,2097.11,D,2022-12-16,14:55:01
EMT00000000000027637,SYNCID0000002454,193.02,D,2023-01-07,23:28:56
EMT00000000000027638,SYNCID0000002454,792.46,D,2023-01-07,05:40:37
EMT00000000000027639,SYNCID0000002454,4304.47,D,2022-11-16,13:11:54
EMT00000000000027640,SYNCID0000002454,619.83,D,2022-12-08,06:53:34
EMT00000000000027641,SYNCID0000002454,527.53,D,2022-12-09,22:05:17
EMT00000000000027642,SYNCID0000002454,688.01,D,2022-11-29,16:32:09
EMT00000000000027643,SYNCID0000002454,21578.81,C,2022-11-28,09:49:14
EMT00000000000027644,SYNCID0000002454,1178.36,D,2022-11-29,21:24:09
EMT00000000000027645,SYNCID0000002454,2122.76,D,2022-12-31,17:08:57
EMT00000000000027646,SYNCID0000002454,95.76,C,2022-12-14,00:50:46
EMT00000000000027647,SYNCID0000002454,207.03,D,2023-01-02,14:28:35
EMT00000000000027648,SYNCID0000002454,215.5,D,2022-11-20,05:23:08
EMT00000000000027649,SYNCID0000002454,287.05,D,2023-01-04,11:34:20
EMT00000000000027650,SYNCID0000002454,21.26,C,2022-12-01,08:41:03
EMT00000000000027651,SYNCID0000002454,521.44,D,2022-11-10,16:10:13
EMT00000000000027652,SYNCID0000002454,3193.94,D,2022-11-29,19:45:21
EMT00000000000027653,SYNCID0000002454,159.63,D,2022-11-02,00:31:17
EMT00000000000027654,SYNCID0000002454,1773.3,D,2023-01-02,13:53:10
EMT00000000000027655,SYNCID0000002454,2697.62,D,2022-11-17,02:48:43
EMT00000000000027656,SYNCID0000002454,95.6,C,2022-12-09,01:04:09
EMT00000000000027657,SYNCID0000002454,604.77,D,2023-01-06,15:32:48
EMT00000000000027658,SYNCID0000002454,2423.94,D,2022-11-15,21:56:16
EMT00000000000027659,SYNCID0000002454,129.1,D,2022-12-16,14:16:47
EMT00000000000027660,SYNCID0000002454,325.46,D,2022-11-29,13:23:38
EMT00000000000027661,SYNCID0000002454,1081.91,D,2023-01-13,22:10:48
EMT00000000000027662,SYNCID0000002454,1303.86,D,2022-11-20,02:44:19
EMT00000000000027663,SYNCID0000002454,4333.21,D,2022-11-03,14:22:10
EMT00000000000027664,SYNCID0000002454,500.55,D,2022-12-17,17:29:30
EMT00000000000027665,SYNCID0000002454,542.16,D,2022-11-08,17:36:26
EMT00000000000027666,SYNCID0000002454,3042.87,D,2022-11-15,22:47:26
EMT00000000000027667,SYNCID0000002454,1074.85,D,2023-01-25,12:10:55
EMT00000000000027668,SYNCID0000002454,440.33,D,2022-11-02,16:59:27
EMT00000000000027669,SYNCID0000002454,1209.45,D,2022-12-02,16:01:54
EMT00000000000027670,SYNCID0000002454,3200.75,D,2023-01-19,08:12:01
EMT00000000000027671,SYNCID0000002454,2744.95,D,2022-11-13,22:49:27
EMT00000000000027672,SYNCID0000002454,1609.39,D,2022-11-08,17:04:57
EMT00000000000027673,SYNCID0000002454,513.85,D,2022-12-15,11:51:40
EMT00000000000027674,SYNCID0000002454,177.88,D,2023-01-13,09:16:14
EMT00000000000027675,SYNCID0000002454,22.83,D,2023-01-24,15:36:32
EMT00000000000027676,SYNCID0000002454,1801.87,D,2023-01-04,20:04:04
EMT00000000000027677,SYNCID0000002454,9799.57,C,2022-12-11,12:08:37
EMT00000000000027678,SYNCID0000002454,57.99,C,2022-11-16,23:36:39
EMT00000000000027679,SYNCID0000002454,1577.2,C,2022-11-29,14:11:59
EMT00000000000027680,SYNCID0000002454,1300.85,D,2023-01-04,00:03:21
EMT00000000000027681,SYNCID0000002454,10776.77,C,2022-11-18,20:03:34
EMT00000000000027682,SYNCID0000002454,10621.59,D,2022-12-23,07:31:08
EMT00000000000027683,SYNCID0000002454,2469.81,D,2023-01-02,11:55:37
EMT00000000000027684,SYNCID0000002454,3369.86,C,2022-11-09,19:11:26
EMT00000000000027685,SYNCID0000002454,969.1,C,2022-12-01,23:46:38
EMT00000000000027686,SYNCID0000002454,505.55,D,2022-12-13,10:04:05
EMT00000000000027687,SYNCID0000002454,2147.57,D,2023-01-02,17:41:20
EMT00000000000027688,SYNCID0000002454,150.29,C,2022-11-21,19:37:15
EMT00000000000027689,SYNCID0000002454,5370.08,D,2023-01-17,12:21:53
EMT00000000000027690,SYNCID0000002454,1400.54,D,2022-12-01,21:58:10
EMT00000000000027691,SYNCID0000002454,2124.61,D,2022-11-25,12:11:59
EMT00000000000027692,SYNCID0000002454,1304.83,D,2023-01-22,19:50:00
EMT00000000000027693,SYNCID0000002454,1215.07,C,2022-11-12,17:09:43
EMT00000000000027694,SYNCID0000002454,2168.3,D,2023-01-31,21:32:05
EMT00000000000027695,SYNCID0000002454,628.65,C,2022-12-03,14:45:26
EMT00000000000027696,SYNCID0000002454,185.17,D,2023-01-15,11:32:49
EMT00000000000027697,SYNCID0000002454,1543.05,C,2022-12-01,20:35:48
EMT00000000000027698,SYNCID0000002454,3252.06,D,2023-01-24,15:21:46
EMT00000000000027699,SYNCID0000002454,1226.31,D,2022-12-13,17:25:02
EMT00000000000027700,SYNCID0000002454,528.97,D,2022-11-21,19:08:36
EMT00000000000027701,SYNCID0000002454,1430.61,D,2022-11-15,22:26:26
EMT00000000000027702,SYNCID0000002454,160.83,D,2022-11-28,23:04:04
EMT00000000000027703,SYNCID0000002454,112.33,D,2023-01-06,16:03:05
EMT00000000000027704,SYNCID0000002454,66.84,D,2022-11-13,13:16:06
EMT00000000000027705,SYNCID0000002454,328.2,D,2022-12-10,15:52:37
EMT00000000000027706,SYNCID0000002454,2730.21,D,2022-11-21,16:25:49
EMT00000000000027707,SYNCID0000002454,2210.83,C,2022-12-03,17:33:02
EMT00000000000027708,SYNCID0000002454,150.81,D,2022-12-18,18:57:32
EMT00000000000027709,SYNCID0000002454,899.18,C,2022-11-02,02:53:55
EMT00000000000027710,SYNCID0000002454,211.43,D,2022-12-02,16:09:15
EMT00000000000027711,SYNCID0000002454,441.3,C,2022-12-23,22:37:37
EMT00000000000027712,SYNCID0000002454,482.55,D,2023-01-05,10:49:20
EMT00000000000027713,SYNCID0000002454,162.68,D,2022-12-26,14:39:38
EMT00000000000027714,SYNCID0000002454,2886.77,D,2023-01-26,19:23:14
EMT00000000000027715,SYNCID0000002454,317.25,D,2023-01-16,15:20:17
EMT00000000000027716,SYNCID0000002454,1051.09,D,2022-12-28,12:11:56
EMT00000000000027717,SYNCID0000002454,2351.68,D,2022-12-06,20:15:56
EMT00000000000027718,SYNCID0000002454,63.65,D,2022-11-09,17:25:46
EMT00000000000027719,SYNCID0000002454,51.43,C,2022-12-14,00:07:56
EMT00000000000027720,SYNCID0000002454,621.34,D,2023-01-13,22:00:45
EMT00000000000027721,SYNCID0000002454,57.34,C,2022-11-21,23:45:17
EMT00000000000027722,SYNCID0000002454,666.82,D,2022-12-08,23:51:17
EMT00000000000027723,SYNCID0000002454,1229.43,D,2023-01-01,17:17:21
EMT00000000000027724,SYNCID0000002454,1203.46,C,2022-11-02,20:16:31
EMT00000000000027725,SYNCID0000002454,96.14,C,2022-12-31,17:14:12
EMT00000000000027726,SYNCID0000002454,193.49,C,2022-11-13,18:53:33
EMT00000000000027727,SYNCID0000002454,1379.47,D,2022-11-19,21:08:01
EMT00000000000027728,SYNCID0000002454,6485.09,D,2022-12-13,17:36:17
EMT00000000000027729,SYNCID0000002454,525.59,C,2022-11-01,13:04:46
EMT00000000000027730,SYNCID0000002454,470.84,D,2022-11-17,16:30:36
EMT00000000000027731,SYNCID0000002454,743.46,D,2022-12-10,19:26:32
EMT00000000000027732,SYNCID0000002454,3148.06,D,2022-11-21,11:56:00
EMT00000000000027733,SYNCID0000002454,10595.96,D,2022-12-03,16:56:23
EMT00000000000027734,SYNCID0000002454,606.74,D,2023-01-13,14:53:49
EMT00000000000027735,SYNCID0000002454,926.22,D,2022-11-10,21:35:09
EMT00000000000027736,SYNCID0000002454,6498.04,D,2023-01-30,03:24:15
EMT00000000000027737,SYNCID0000002454,23.2,D,2023-01-20,18:33:35
EMT00000000000027738,SYNCID0000002454,2170.0,D,2023-01-05,15:15:39
EMT00000000000027739,SYNCID0000002454,50.8,D,2022-12-09,00:24:18
EMT00000000000027740,SYNCID0000002454,256.73,D,2023-01-16,20:00:38
EMT00000000000027741,SYNCID0000002454,2956.9,C,2022-11-03,19:14:16
EMT00000000000027742,SYNCID0000002454,1039.84,D,2023-01-13,15:23:16
EMT00000000000027743,SYNCID0000002454,2151.15,C,2022-12-23,14:25:47
EMT00000000000027744,SYNCID0000002454,160.04,C,2022-12-02,00:41:46
EMT00000000000027745,SYNCID0000002454,268.46,D,2023-01-17,22:06:39
EMT00000000000027746,SYNCID0000002454,37.44,D,2022-11-20,18:10:35
EMT00000000000027747,SYNCID0000002454,84.47,D,2022-12-14,21:12:20
EMT00000000000027748,SYNCID0000002454,900.23,C,2022-11-30,19:30:04
EMT00000000000027749,SYNCID0000002454,303.13,D,2023-01-11,18:09:34
EMT00000000000027750,SYNCID0000002454,1170.59,D,2022-12-16,07:30:02
EMT00000000000027751,SYNCID0000002454,2094.56,D,2022-12-08,19:22:42
EMT00000000000027752,SYNCID0000002454,809.14,D,2022-12-08,15:28:21
EMT00000000000027753,SYNCID0000002454,540.06,D,2022-11-25,15:08:14
EMT00000000000027754,SYNCID0000002454,1052.25,D,2023-01-01,10:33:55
EMT00000000000027755,SYNCID0000002454,410.65,D,2022-12-01,21:01:23
EMT00000000000027756,SYNCID0000002454,1358.4,D,2022-12-01,19:31:47
EMT00000000000027757,SYNCID0000002454,1100.78,D,2022-12-01,17:58:05
EMT00000000000027758,SYNCID0000002454,730.94,C,2022-12-08,17:35:38
EMT00000000000027759,SYNCID0000002454,2554.0,C,2022-11-27,09:39:04
EMT00000000000027760,SYNCID0000002454,624.79,C,2022-11-01,13:38:20
EMT00000000000027761,SYNCID0000002454,1343.28,D,2022-12-31,15:02:15
EMT00000000000027762,SYNCID0000002454,533.98,C,2022-11-02,00:56:37
EMT00000000000027763,SYNCID0000002454,1104.15,D,2023-01-08,17:01:52
EMT00000000000027764,SYNCID0000002454,887.18,D,2023-01-27,17:10:15
EMT00000000000027765,SYNCID0000002454,275.16,D,2022-12-19,17:42:36
EMT00000000000027766,SYNCID0000002454,84.72,C,2022-11-10,14:11:28
EMT00000000000027767,SYNCID0000002454,10644.86,D,2022-11-17,18:16:33
EMT00000000000027768,SYNCID0000002454,127.38,C,2022-11-29,18:32:54
EMT00000000000027769,SYNCID0000002454,1255.86,C,2022-11-02,00:41:40
EMT00000000000027770,SYNCID0000002454,139.03,C,2022-11-20,16:46:25
EMT00000000000027771,SYNCID0000002454,339.22,D,2022-12-01,20:15:51
EMT00000000000027772,SYNCID0000002454,346.26,D,2022-12-31,19:09:30
EMT00000000000027773,SYNCID0000002454,32.5,D,2022-12-09,12:38:00
EMT00000000000027774,SYNCID0000002454,622.96,D,2022-11-21,23:26:22
EMT00000000000027775,SYNCID0000002454,1625.97,D,2022-12-19,13:04:42
EMT00000000000027776,SYNCID0000002454,540.64,D,2022-11-10,15:28:00
EMT00000000000027777,SYNCID0000002454,2862.13,D,2022-12-01,19:17:29
EMT00000000000027778,SYNCID0000002454,13415.44,C,2022-11-01,18:11:47
EMT00000000000027779,SYNCID0000002454,604.69,D,2022-12-29,10:24:51
EMT00000000000027780,SYNCID0000002454,1103.25,D,2022-12-17,15:04:01
EMT00000000000027781,SYNCID0000002454,1582.47,D,2022-11-26,11:40:43
EMT00000000000027782,SYNCID0000002454,3392.61,D,2022-11-16,03:59:36
EMT00000000000027783,SYNCID0000002454,531.55,D,2023-01-31,14:32:20
EMT00000000000027784,SYNCID0000002454,788.22,D,2023-01-24,14:47:49
EMT00000000000027785,SYNCID0000002454,530.93,D,2023-01-16,04:16:46
EMT00000000000027786,SYNCID0000002454,1538.36,C,2022-12-31,21:48:08
EMT00000000000027787,SYNCID0000002454,2071.01,D,2023-01-24,09:36:51
EMT00000000000027788,SYNCID0000002454,122.54,D,2022-11-04,12:39:45
EMT00000000000027789,SYNCID0000002454,6166.74,D,2022-12-01,20:09:14
EMT00000000000027790,SYNCID0000002454,43.19,D,2022-11-21,02:40:41
EMT00000000000027791,SYNCID0000002454,66.14,D,2023-01-02,10:31:41
EMT00000000000027792,SYNCID0000002454,1916.27,C,2022-12-09,19:38:33
EMT00000000000027793,SYNCID0000002454,172.14,D,2022-11-17,05:33:41
EMT00000000000027794,SYNCID0000002454,2057.61,D,2022-12-31,15:35:10
EMT00000000000027795,SYNCID0000002454,1868.95,D,2022-12-01,18:30:58
EMT00000000000027796,SYNCID0000002454,2350.96,D,2022-12-09,18:17:32
EMT00000000000027797,SYNCID0000002454,106.32,D,2022-11-20,04:01:27
EMT00000000000027798,SYNCID0000002454,86.79,D,2023-01-26,11:36:04
EMT00000000000027799,SYNCID0000002454,5768.21,D,2022-12-23,21:34:56
EMT00000000000027800,SYNCID0000002454,840.02,D,2023-01-21,07:42:15
EMT00000000000027801,SYNCID0000002454,206.01,D,2023-01-10,00:03:31
EMT00000000000027802,SYNCID0000002454,800.9,D,2022-11-14,00:52:44
EMT00000000000027803,SYNCID0000002454,550.45,D,2022-12-05,14:57:38
EMT00000000000027804,SYNCID0000002461,271.03,D,2023-01-20,12:07:52
EMT00000000000027805,SYNCID0000002461,2050.14,D,2023-01-11,18:46:32
EMT00000000000027806,SYNCID0000002461,2356.37,C,2022-11-11,18:35:09
EMT00000000000027807,SYNCID0000002461,83.31,C,2022-12-25,15:05:32
EMT00000000000027808,SYNCID0000002461,4904.09,D,2022-12-01,23:36:52
EMT00000000000027809,SYNCID0000002461,2162.58,D,2022-12-16,10:36:14
EMT00000000000027810,SYNCID0000002461,664.41,D,2022-11-02,16:02:17
EMT00000000000027811,SYNCID0000002461,21.68,C,2022-12-17,20:32:02
EMT00000000000027812,SYNCID0000002461,10.31,C,2022-11-23,20:40:10
EMT00000000000027813,SYNCID0000002461,32.89,D,2022-12-01,18:07:17
EMT00000000000027814,SYNCID0000002461,210.73,C,2022-11-01,16:42:14
EMT00000000000027815,SYNCID0000002461,318.5,D,2022-12-01,23:00:25
EMT00000000000027816,SYNCID0000002461,213.86,D,2022-12-01,15:06:39
EMT00000000000027817,SYNCID0000002461,51.45,C,2022-11-01,19:35:54
EMT00000000000027818,SYNCID0000002461,524.97,C,2022-11-02,15:00:44
EMT00000000000027819,SYNCID0000002461,536.96,C,2022-12-30,16:20:22
EMT00000000000027820,SYNCID0000002461,126.88,C,2022-11-24,16:12:58
EMT00000000000027821,SYNCID0000002461,42.33,C,2022-11-06,00:53:31
EMT00000000000027822,SYNCID0000002461,42.36,C,2022-12-30,22:23:11
EMT00000000000027823,SYNCID0000002461,2000.38,D,2022-11-24,18:54:56
EMT00000000000027824,SYNCID0000002461,185.7,C,2022-11-28,13:32:19
EMT00000000000027825,SYNCID0000002461,150.98,D,2022-11-04,21:43:30
EMT00000000000027826,SYNCID0000002461,63.03,D,2022-12-22,17:51:36
EMT00000000000027827,SYNCID0000002461,1230.02,D,2022-11-23,11:16:33
EMT00000000000027828,SYNCID0000002461,86.68,C,2022-11-07,06:45:31
EMT00000000000027829,SYNCID0000002461,31.37,C,2022-11-01,21:39:08
EMT00000000000027830,SYNCID0000002461,386.92,D,2022-12-30,13:17:44
EMT00000000000027831,SYNCID0000002461,1174.86,C,2022-11-25,23:56:21
EMT00000000000027832,SYNCID0000002461,535.83,D,2023-01-22,14:37:05
EMT00000000000027833,SYNCID0000002461,1984.76,C,2022-11-14,15:57:03
EMT00000000000027834,SYNCID0000002461,268.47,C,2022-12-12,02:17:12
EMT00000000000027835,SYNCID0000002461,6366.24,D,2022-11-09,18:33:57
EMT00000000000027836,SYNCID0000002461,4464.73,C,2022-11-02,14:46:29
EMT00000000000027837,SYNCID0000002461,3069.93,D,2022-12-19,14:11:55
EMT00000000000027838,SYNCID0000002461,2144.84,D,2022-12-30,12:49:44
EMT00000000000027839,SYNCID0000002461,567.39,C,2022-12-31,18:08:40
EMT00000000000027840,SYNCID0000002461,43.52,C,2022-11-25,19:09:23
EMT00000000000027841,SYNCID0000002461,580.62,C,2022-12-22,23:12:51
EMT00000000000027842,SYNCID0000002461,534.1,C,2022-11-25,20:13:13
EMT00000000000027843,SYNCID0000002461,46.15,C,2022-12-01,01:51:17
EMT00000000000027844,SYNCID0000002461,94.7,C,2022-11-21,00:04:29
EMT00000000000027845,SYNCID0000002461,732.31,C,2022-12-07,22:43:15
EMT00000000000027846,SYNCID0000002461,4254.71,D,2022-11-18,22:13:58
EMT00000000000027847,SYNCID0000002461,2866.21,C,2022-11-07,15:57:25
EMT00000000000027848,SYNCID0000002461,366.1,C,2022-11-08,22:02:14
EMT00000000000027849,SYNCID0000002464,3113.97,C,2022-12-28,09:22:05
EMT00000000000027850,SYNCID0000002464,1137.26,C,2022-12-19,18:16:15
EMT00000000000027851,SYNCID0000002464,121.46,D,2022-11-26,13:10:14
EMT00000000000027852,SYNCID0000002464,47.53,C,2022-11-11,17:30:04
EMT00000000000027853,SYNCID0000002464,125.82,C,2022-11-17,14:15:55
EMT00000000000027854,SYNCID0000002464,109.47,D,2023-01-03,14:29:03
EMT00000000000027855,SYNCID0000002464,158.6,C,2022-12-01,13:31:44
EMT00000000000027856,SYNCID0000002464,77.34,C,2022-11-06,11:46:34
EMT00000000000027857,SYNCID0000002464,8.47,D,2023-01-06,03:38:01
EMT00000000000027858,SYNCID0000002464,1570.36,D,2022-12-25,09:16:27
EMT00000000000027859,SYNCID0000002464,63.71,D,2022-12-01,19:35:51
EMT00000000000027860,SYNCID0000002464,70.11,C,2022-11-14,10:25:28
EMT00000000000027861,SYNCID0000002464,357.57,D,2023-01-13,11:18:58
EMT00000000000027862,SYNCID0000002464,170.54,C,2022-11-10,15:45:54
EMT00000000000027863,SYNCID0000002464,3164.52,D,2022-12-06,05:31:40
EMT00000000000027864,SYNCID0000002464,1565.43,C,2022-11-02,14:24:27
EMT00000000000027865,SYNCID0000002464,956.57,C,2022-11-22,15:05:20
EMT00000000000027866,SYNCID0000002464,99.02,C,2022-11-05,04:37:21
EMT00000000000027867,SYNCID0000002464,72.75,D,2023-01-30,13:48:59
EMT00000000000027868,SYNCID0000002464,53.52,D,2022-12-06,18:26:06
EMT00000000000027869,SYNCID0000002464,378.45,C,2022-12-18,16:46:16
EMT00000000000027870,SYNCID0000002464,105.79,C,2022-11-29,18:47:38
EMT00000000000027871,SYNCID0000002464,52.96,C,2022-11-26,16:25:12
EMT00000000000027872,SYNCID0000002464,1052.02,C,2022-12-02,14:02:20
EMT00000000000027873,SYNCID0000002464,473.37,C,2022-11-08,04:43:41
EMT00000000000027874,SYNCID0000002464,245.48,C,2022-11-18,21:34:15
EMT00000000000027875,SYNCID0000002464,53.17,D,2023-01-26,19:20:55
EMT00000000000027876,SYNCID0000002464,161.76,C,2022-12-20,21:00:06
EMT00000000000027877,SYNCID0000002464,78.86,C,2022-11-01,11:39:39
EMT00000000000027878,SYNCID0000002464,106.59,C,2022-11-15,11:41:02
EMT00000000000027879,SYNCID0000002464,267.26,D,2022-12-12,12:38:39
EMT00000000000027880,SYNCID0000002464,83.03,C,2022-11-30,15:36:49
EMT00000000000027881,SYNCID0000002464,250.53,C,2022-11-14,23:34:25
EMT00000000000027882,SYNCID0000002464,158.86,C,2022-12-01,23:29:09
EMT00000000000027883,SYNCID0000002464,296.99,D,2022-11-25,14:10:54
EMT00000000000027884,SYNCID0000002464,298.44,C,2022-11-22,19:59:19
EMT00000000000027885,SYNCID0000002464,7664.83,C,2022-11-02,20:58:56
EMT00000000000027886,SYNCID0000002464,163.12,D,2022-11-22,17:03:56
EMT00000000000027887,SYNCID0000002467,1666.13,D,2023-01-12,06:10:34
EMT00000000000027888,SYNCID0000002467,156.12,D,2022-11-07,17:36:43
EMT00000000000027889,SYNCID0000002467,1628.14,D,2023-01-12,18:16:46
EMT00000000000027890,SYNCID0000002467,89.34,D,2023-01-20,21:58:34
