customer_id,country,province,city,industry_code,employee_count,sales,established_date,onboard_date,industry,total_amount,avg_amount,transaction_count,unique_transaction_types,debit_count,credit_count,max_transaction,min_transaction,embedding,anomaly_score,nearest_neighbors
SYNCID0000004528,CA,0,other,5731,1.0,0.0,0,0,"Industrial Machinery, Equipment and Supplies, Wholesale",26450.989999999998,318.6866265060241,83.0,3.0,71.0,4.0,3831.3,-18.45,"[2.4658911 6.2879643 1.7374715 2.1059937 6.5501566 5.3236127 3.9723678
 2.2084546 1.5290023 2.3765132 2.3531203 4.1365166 2.3290849 3.844294
 2.2072673 2.4342725]",1,[ 4285 14674 10447 15059 13241]
SYNCID0000004529,CA,ON,OTTAWA,8653,1.0,341349.0,1993-08-03,1997-12-08,"Offices of Dentists, General Practice",51858.08,864.3013333333333,60.0,4.0,55.0,4.0,29599.42,0.0,"[1.3132342  4.3939495  7.045542   0.         5.470313   2.8887773
 4.8241134  3.335928   4.3632874  2.9083066  0.44401538 3.3485427
 5.887018   2.5424645  6.775617   3.8992064 ]",1,[ 4286 14094 11624  2313  1412]
SYNCID0000004530,CA,ON,OWEN SOUND,0171,2.0,0.0,2021-06-09,2021-06-14,0,12741.05,265.43854166666665,48.0,2.0,43.0,5.0,3310.41,-80.9,"[1.3030788 3.1221745 3.935849  2.4373705 1.8683274 4.8739333 2.8540802
 3.071809  4.508142  3.820797  2.029673  5.5782027 1.9584646 4.399792
 4.5433216 4.6104484]",1,[ 4287  8967 12563 14049  7790]
SYNCID0000004531,CA,0,other,4562,1.0,147274.0,2007-04-02,2018-02-12,Used Goods Moving and Storage Industry,666454.1799999999,2468.3488148148144,270.0,4.0,237.0,12.0,203128.28,-67.0,"[3.367441   6.856013   3.321873   1.5309325  6.379078   4.3153796
 5.1101565  2.958198   0.48154026 1.9529258  3.5423481  4.9658756
 2.9017234  3.3528786  1.7206535  3.8030045 ]",1,[4288 7174 2071  178 3406]
SYNCID0000004532,CA,ON,GEORGETOWN,8671,1.0,110774.0,1997-09-14,2004-06-20,Offices of Psychologists,394253.43,2479.581320754717,159.0,5.0,103.0,55.0,65613.94,0.91,"[2.5113564 3.0958366 5.0482817 2.4285214 3.2455177 2.6842468 3.792241
 4.109091  3.7772465 2.4655347 2.6106334 6.277167  3.8555722 2.134183
 2.4636638 1.6519272]",1,[ 4289 13625  2000  1364 12026]
SYNCID0000004533,CA,ON,MISSISSAUGA,7721,6.0,1122011.0,2000-09-26,2000-01-04,Computer Services,1154515.05,5830.884090909091,198.0,4.0,93.0,105.0,181462.5,0.0,"[5.246464   0.95355105 7.2638626  1.54376    1.4581033  0.747554
 3.2478719  3.2819526  7.375647   3.418005   2.029099   6.7485776
 4.827407   1.0131582  5.11917    2.1622818 ]",1,[ 4290  9125 13130 11063  8562]
SYNCID0000004534,CA,ON,MAPLE,other,2.0,0.0,2019-02-06,2019-10-20,0,1300779.9,5182.390039840637,251.0,3.0,27.0,221.0,107187.37,2.15,"[2.867167  5.018555  4.550887  3.6798987 2.3256814 3.120851  2.9898
 6.0735693 5.1559052 0.        0.868299  7.6880565 1.545976  4.5472436
 5.3459387 3.4516056]",1,[ 4291 15901  6274  1062  8119]
SYNCID0000004535,CA,ON,PICKERING,9712,0.0,0.0,2020-07-12,2020-07-21,Beauty Shops,961.58,961.58,1.0,1.0,0.0,0.0,961.58,961.58,"[0.43296885 4.472929   3.400792   3.2994897  3.8587954  1.986941
 3.6297116  1.2851316  6.5893254  2.5834613  2.7328234  1.6253008
 3.6299431  3.6978168  3.5552235  4.1733274 ]",1,[ 4292   443 15956  8597  2875]
SYNCID0000004536,CA,BC,FORT ST JOHN,0151,1.0,0.0,2018-08-14,2018-11-03,0,74248.56999999999,2474.952333333333,30.0,4.0,20.0,3.0,32661.35,2.1,"[3.8563075  0.46449995 2.7229202  2.491798   2.9494746  6.5088687
 3.6473627  4.3326015  1.5056021  2.4702716  2.3946462  5.3588433
 3.4157784  3.2702265  6.4264503  4.1597986 ]",1,[ 4293  8343 12685  3764 15307]
SYNCID0000004537,CA,MB,WINNIPEG,4561,0.0,1.0,2021-07-04,2023-05-24,General Freight Trucking Industry,103051.93,1411.6702739726027,73.0,2.0,64.0,9.0,49736.1,-21170.23,"[5.540043   5.8223104  0.         4.7263737  0.88966703 4.41321
 5.558177   8.427866   4.8036513  5.8021636  6.098736   1.5643494
 3.231404   2.136457   4.120162   2.8463814 ]",1,[ 4294  7767  2517 12256  4848]
SYNCID0000004538,CA,NS,HALIFAX,0139,1.0,0.0,2022-10-22,0,0,1733.19,91.22052631578947,19.0,1.0,19.0,0.0,312.47,0.0,"[1.8458868 2.4226804 3.619992  2.087769  4.0966377 3.5669918 5.1838994
 6.5821342 2.759842  5.744539  2.6542375 1.1359712 0.        6.0468774
 8.189867  4.4426813]",1,[ 4295  5892   973  2676 15006]
SYNCID0000004539,CA,ON,NORTH YORK,7771,0.0,0.0,0,2009-12-29,Management Consulting Services,146331.46,2869.24431372549,51.0,1.0,40.0,11.0,51177.91,0.01,"[2.452722  4.5417686 7.2555027 1.4318144 5.3057184 2.6079435 2.4073706
 0.2983122 7.906142  4.5985146 5.9576254 1.241663  1.9671628 0.9957169
 2.5061269 2.127952 ]",1,[ 4296 12242  1340  9288  1310]
SYNCID0000004540,CA,ON,WATERLOO,7215,1.0,1.0,0,2023-09-22,Holding Companies,1469896.19,25787.65245614035,57.0,2.0,26.0,31.0,483469.64,6.34,"[4.2873864 3.4561057 4.0812454 2.4385731 4.5051794 2.63476   2.7277503
 3.923284  6.6204085 4.5876083 0.        2.522564  4.026228  2.7136133
 1.9327254 3.3758004]",1,[ 4297   547 14944 12506 15037]
SYNCID0000004542,CA,SK,REGINA,7292,0.0,0.0,2022-06-20,2023-03-18,"Estate, Trust and Agency Funds",45479.18,2526.621111111111,18.0,1.0,13.0,5.0,14636.0,46.57,"[4.9245987 0.        6.016423  5.837365  6.5834465 1.3108035 3.022039
 0.        2.4871745 3.1579938 4.0640407 0.8743451 2.1883771 6.617994
 4.8154197 3.4508092]",1,[ 4298  9003 14959 10479  4650]
SYNCID0000004543,CA,AB,MORINVILLE,9999,0.0,0.0,2006-09-15,2006-10-30,Other Services n.e.c.,6658.11,1331.6219999999998,5.0,3.0,4.0,1.0,6500.0,9.72,"[4.029258  1.4563957 1.1863683 2.1547544 3.8379867 3.5729723 6.361304
 1.7733736 5.118645  2.6226485 2.951083  3.2230613 1.7066896 4.5467315
 1.4673263 1.716162 ]",1,[ 4299  5270  2766 14995   132]
SYNCID0000004544,CA,MB,WINNIPEG,4013,1.0,0.0,2020-11-20,2020-11-23,Residential Renovation,31436.61,413.6396052631579,76.0,3.0,63.0,4.0,4397.69,-25.81,"[7.0228577 4.8501616 0.        2.0752037 1.6579212 3.024262  5.3154435
 4.9054413 4.5042243 5.391576  4.9708757 2.4381258 5.587278  3.7423706
 3.9587379 0.       ]",1,[4300  357 5057 5801 7663]
SYNCID0000004545,CA,ON,KEMPTVILLE,7215,0.0,0.0,1994-06-28,1994-04-04,Holding Companies,12837.95,2567.59,5.0,2.0,2.0,3.0,9088.03,12.97,"[3.3022103 3.7618718 3.124028  2.2933939 4.8159947 1.9338603 2.3636208
 3.432625  5.8283587 5.053509  1.2108117 2.7575579 4.2441874 3.1075325
 2.0185208 2.6635165]",1,[ 4301  4495 15000 12825  1178]
SYNCID0000004546,CA,AB,LETHBRIDGE,nan,1.0,10915.0,2019-05-25,2022-04-18,0,166490.79,7928.132857142858,21.0,1.0,6.0,15.0,138684.82,25.64,"[3.2701006 1.9514338 1.1081563 2.2327557 2.513237  6.3956876 4.2623687
 3.160603  5.8424864 2.3350832 3.0907817 4.6795006 0.        4.927848
 3.9079165 5.1838875]",1,[4302 3096 6034 5551 6555]
SYNCID0000004547,CA,AB,LLOYDMINSTER,8671,0.0,0.0,2022-11-16,2022-12-27,Offices of Psychologists,64076.35,567.0473451327433,113.0,3.0,88.0,8.0,5203.37,-8.33,"[4.841951  2.423959  1.8144546 2.1089308 3.5082994 3.598997  5.3032427
 3.0235043 4.690107  2.9864082 4.7797623 4.2835464 1.8859837 3.5547643
 1.8952365 2.3772068]",1,[4303 5331 8091 5153 6353]
SYNCID0000004548,CA,QC,QUEBEC,7799,1.0,53473.0,2017-03-01,0,Other Business Services n.e.c.,291.45,72.8625,4.0,1.0,4.0,0.0,161.84,16.0,"[2.8634884  5.1734877  1.8940908  0.47146565 1.5757388  5.761189
 3.9445915  0.         4.408854   3.282866   3.4141817  1.2397912
 6.3693094  6.9556108  1.6231103  3.3674502 ]",1,[ 4304 11002 13654  9321  3260]
SYNCID0000004549,CA,ON,OTTAWA,9921,0.0,0.0,0,2010-05-23,Automobile and Truck Rental and Leasing Services,21594.579999999998,222.6245360824742,97.0,2.0,88.0,0.0,6248.25,0.0,"[2.39009   3.9323428 5.7607718 1.1346021 5.1286    2.3850331 1.4204524
 2.0014343 3.6713285 3.6084137 2.9009383 3.3319771 3.6387076 2.3688078
 5.39104   4.02217  ]",1,[ 4305 16160 11488 10593  2515]
SYNCID0000004551,CA,ON,ST CATHARINES,8651,1.0,170888.0,2012-06-04,2012-12-02,"Offices of Physicians, General Practice",43702.079999999994,2427.893333333333,18.0,2.0,12.0,6.0,17082.94,1.85,"[0.84177417 3.7143054  2.9832332  1.178442   1.4319983  4.127796
 2.0485559  2.376782   5.7626224  2.5272224  4.840151   4.412287
 3.159646   4.062453   4.166914   1.723978  ]",1,[ 4306 12178 11438 10707  8469]
SYNCID0000004552,CA,PE,STRATFORD,4231,2.0,129306.0,2021-06-20,2021-08-08,Masonry Work,85483.06999999999,1356.8741269841269,63.0,4.0,52.0,8.0,25733.7,0.0,"[4.565033   0.19240725 2.4682589  3.8078222  3.2645128  2.3298953
 4.2278075  3.8293705  2.4740226  2.6182582  2.8765125  1.9677672
 3.7000453  2.5135238  1.8078717  1.2902262 ]",1,[ 4307 10856  1893 14802  8341]
SYNCID0000004553,CA,SK,SASKATOON,4274,1.0,126613.0,2001-12-17,2007-07-19,Finish Carpentry,5979762.41,12031.715110663985,497.0,4.0,306.0,191.0,2449232.97,-8.51,"[9.151404  2.4163697 9.121446  4.486238  3.5402486 1.6926999 7.1220117
 5.7652454 3.287108  0.        2.4896512 3.9105153 0.        1.2574675
 4.83572   5.3972282]",1,[ 4308  1766 11530 10017 14543]
SYNCID0000004554,CA,0,other,other,2.0,0.0,2010-08-10,2010-11-19,0,2881.0,960.3333333333334,3.0,1.0,1.0,2.0,2436.24,130.76,"[1.3276675  6.5472856  1.3433654  2.2396486  5.579756   7.1278934
 3.5675821  1.8558067  2.1069632  3.0597458  1.6241031  4.5655804
 0.25192088 5.925389   4.155783   4.3539705 ]",1,[ 4309  9588 11360  2462 11065]
SYNCID0000004555,CA,QC,LAVAL,1072,2.0,0.0,0,2023-03-18,Bread and Other Bakery Products Industry,814.46,116.35142857142857,7.0,1.0,7.0,0.0,624.98,4.48,"[4.209675   6.150842   1.8633046  3.5178592  0.7062848  6.694155
 3.7237282  3.3403573  5.078592   1.9938083  2.9153047  0.15708852
 5.2579246  5.2476068  1.8946255  4.670315  ]",1,[ 4310 11571  7171  8908  5142]
SYNCID0000004558,CA,ON,TORONTO,7215,2.0,0.0,2017-09-22,2017-12-02,Holding Companies,760283.33,5430.595214285714,140.0,2.0,91.0,49.0,273584.69,6.4,"[4.010624   6.1027384  6.1429443  2.3718014  2.8756154  1.9106343
 2.4602551  4.2442207  7.7493534  5.3404965  0.67432344 4.067938
 5.454003   3.0694847  1.066569   3.8322837 ]",1,[ 4311 12062 14438 15774  3129]
SYNCID0000004559,CA,ON,KING CITY,4561,1.0,0.0,2022-06-13,2022-11-12,General Freight Trucking Industry,2234.46,319.2085714285714,7.0,3.0,3.0,0.0,1541.23,15.15,"[1.7082288 3.4582605 2.2306304 3.8184063 3.8029149 3.949942  1.7508924
 4.487767  4.7322865 3.197219  3.4504247 3.9714048 3.351618  1.4893378
 1.7254965 2.9316301]",1,[ 4312  3240 11657 11504 11945]
SYNCID0000004560,CA,ON,MARKHAM,other,2.0,136534.0,2003-05-01,1992-01-13,0,16752.62,1522.9654545454543,11.0,3.0,9.0,2.0,13604.83,15.59,"[0.26341808 2.260191   3.220718   1.6364896  3.4094512  4.5227704
 3.5878882  4.509642   5.895299   5.1177363  1.1497734  8.2855425
 0.31326056 3.6409926  3.3246303  4.5751085 ]",1,[4313 6860  301 7853 2083]
SYNCID0000004561,CA,ON,TORONTO,9931,2.0,0.0,2020-08-18,2020-08-24,Photographers,88017.03,2444.9175,36.0,5.0,12.0,4.0,26214.49,2.09,"[1.2842386 3.3487864 6.7679167 3.0085886 2.1370096 4.3414726 3.7111864
 3.9872508 6.004222  3.5217175 2.0396776 6.1302433 6.3112283 2.8735242
 1.3682306 2.3884256]",1,[ 4314 13866 15577  6696  4674]
SYNCID0000004563,CA,ON,LONDON,other,0.0,0.0,1971-11-27,0,0,134796.2,3209.4333333333334,42.0,2.0,18.0,24.0,47774.9,2.16,"[1.7129701 3.6452303 2.5242076 2.077959  1.4271705 6.4845986 1.4429599
 3.5938718 3.4692454 2.4761944 1.0566067 6.8665147 3.7584047 6.815791
 3.49688   5.4970407]",1,[ 4315  6905  8482  4800 13537]
SYNCID0000004564,CA,AB,LEDUC,8651,1.0,103721.0,0,0,"Offices of Physicians, General Practice",2784816.23,6080.384781659389,458.0,3.0,65.0,392.0,484624.17,0.0,"[6.5720625 7.4987807 2.8285422 2.9923508 2.2021627 2.101144  5.069352
 8.140703  7.743179  0.        4.950332  8.046798  0.7079539 4.8910546
 5.7025876 0.7894986]",1,[4316 7817 7227 5829 2307]
SYNCID0000004565,CA,ON,NORTH YORK,7799,1.0,0.0,2023-05-20,2023-05-21,Other Business Services n.e.c.,31108.17,308.0016831683168,101.0,2.0,100.0,1.0,9356.18,0.0,"[0.2675228  3.9785862  3.2074249  0.         3.9327602  1.5428963
 3.4142241  0.11005521 6.915889   4.9823594  4.6454735  5.190053
 3.7586005  3.7143917  1.1530182  3.4549177 ]",1,[ 4317   566 16176   376  4793]
SYNCID0000004566,CA,BC,SURREY,other,25.0,1536040.0,2011-03-06,2011-11-11,0,158596.14,1844.1411627906978,86.0,3.0,29.0,50.0,40186.83,11.49,"[ 7.0127993   3.2742376   0.          2.8717039   0.82744116  6.145153
  5.1803427   1.4615346   4.1810403   4.426323    0.4403562   8.717615
  2.8276742   0.         10.196432    3.792352  ]",1,[ 4318  3805  9261  5311 15512]
SYNCID0000004567,CA,0,other,7731,1.0,78882.0,1998-10-04,1998-11-19,Offices of Chartered and Certified Accountants,87338.91,2911.297,30.0,4.0,19.0,5.0,33620.41,2.06,"[2.3550513 5.644565  1.9997839 1.6811726 7.272991  5.6336827 4.284497
 2.5296474 1.5733811 1.8813184 1.8982697 4.3370876 2.6430614 3.1747212
 2.139154  1.6222165]",1,[ 4319  6224  6825 11699  7015]
SYNCID0000004568,CA,BC,VANCOUVER,7599,3.0,0.0,1980-09-19,2008-10-26,Other Real Estate Operators,191311.07,6596.933448275862,29.0,2.0,17.0,12.0,95310.48,2.06,"[7.6499376  1.877913   2.9841928  3.2350469  0.97617745 6.209169
 1.0663737  4.213523   1.7594744  3.1880789  2.2888043  1.3563304
 5.1070065  2.0904558  7.1586432  3.4671566 ]",1,[ 4320  1583  4912 10234  3584]
SYNCID0000004569,CA,ON,OTTAWA,other,0.0,0.0,2009-11-26,2009-11-28,0,185710.56,1658.1299999999999,112.0,2.0,66.0,46.0,37023.93,0.0,"[1.4444788 3.749544  6.211399  1.8487043 4.4642277 3.6855083 2.2421994
 2.957562  3.7080274 2.6249986 1.6432705 5.2848487 2.450572  3.723442
 7.0201225 5.595908 ]",1,[ 4321  5350 11813 11869 11817]
SYNCID0000004570,CA,0,other,4235,1.0,94653.0,2020-12-30,0,Roof Shingling,558084.21,3207.380517241379,174.0,5.0,107.0,64.0,216325.54,0.18,"[2.7790446 6.3417916 2.9175215 2.5516365 6.683383  4.622703  4.9765363
 3.392896  1.0315187 0.8703743 2.252636  5.852919  3.0093956 2.9265125
 1.9797716 1.9683465]",1,[ 4322 10672 13116  1691  1130]
SYNCID0000004571,CA,AB,CALGARY,other,5.0,84953.0,2018-07-24,2020-07-24,0,677880.84,3918.3863583815028,173.0,5.0,81.0,86.0,253571.17,2.03,"[5.087215   2.301618   3.3565097  3.3226166  0.99669486 6.1847224
 8.9594145  4.8909698  6.8804374  0.19547743 3.5510707  7.6179414
 1.9275155  3.7741122  1.9915097  3.8433566 ]",1,[4323  535 5339 2094 8107]
SYNCID0000004572,CA,MB,WINNIPEG,other,0.0,0.0,2023-09-21,2023-12-02,0,40009.88,1739.56,23.0,4.0,8.0,7.0,19033.77,3.05,"[3.483522   3.2581868  0.75890267 1.8353324  0.64392495 5.7689557
 7.1918144  7.6639614  3.660934   4.835533   2.9479713  3.861023
 2.9733331  4.5837264  5.796682   2.6364112 ]",1,[ 4324  5781  7185 13851  8542]
SYNCID0000004573,CA,0,other,7771,1.0,88914.0,2017-02-02,2019-09-20,Management Consulting Services,12919.01,349.1624324324324,37.0,5.0,24.0,4.0,3782.45,0.0,"[2.881253  6.929772  4.542293  2.6718788 7.9924736 5.76291   5.414014
 3.2831795 2.0428567 1.8675567 4.0067534 2.5624552 3.0578263 0.8135201
 2.0836067 0.       ]",1,[ 4325 12759 16120  7640 12733]
SYNCID0000004574,CA,ON,MISSISSAUGA,7215,0.0,0.0,0,2020-08-31,Holding Companies,25708.32,952.16,27.0,3.0,9.0,2.0,7277.24,4.37,"[3.082354   2.179408   4.304455   2.2551477  4.2335663  0.26903963
 2.1926308  4.8080487  6.8760223  6.5513387  1.810673   4.1656647
 4.670587   1.104405   3.3730192  2.2221966 ]",1,[ 4326  4017 11835  7235  8333]
SYNCID0000004575,CA,ON,TORONTO,8666,1.0,0.0,2021-06-20,0,Offices of Optometrists,1757.6899999999998,585.8966666666666,3.0,1.0,0.0,0.0,1429.37,21.38,"[1.5240613 4.4998193 5.2063837 2.2684236 1.3016534 3.8526769 0.8286809
 2.7331371 7.069878  5.2592483 2.280026  4.112624  3.5385273 4.4533734
 1.8338096 3.29029  ]",1,[ 4327 13489  6340 12190   740]
SYNCID0000004576,CA,ON,BRAMPTON,4561,1.0,0.0,2023-02-21,2023-06-01,General Freight Trucking Industry,14129.640000000001,672.84,21.0,3.0,20.0,1.0,5019.1,2.42,"[0.62758875 4.8040385  4.044302   6.2462015  4.46376    4.5178466
 0.4562741  4.119217   4.9232345  3.713819   4.880003   5.4221196
 3.5878904  0.38716233 1.0011734  3.867399  ]",1,[ 4328 12587  3000 15761 11768]
SYNCID0000004577,CA,0,other,7215,1.0,436.0,2013-09-25,2017-01-01,Holding Companies,1248.7600000000002,416.2533333333334,3.0,1.0,2.0,1.0,1038.9,101.42,"[3.8288949  7.661848   0.48957062 1.8223689  8.226979   3.9623055
 3.217629   2.1941679  3.3782315  4.519537   0.88037133 2.0240524
 2.6369934  4.1158752  2.1142166  2.6406775 ]",1,[ 4329  9901 13047  1788 14061]
SYNCID0000004578,CA,NS,0,9799,0.0,1.0,2006-11-22,2006-07-27,Other Personal and Household Services n.e.c.,48079.65,788.1909836065574,61.0,3.0,15.0,2.0,6600.36,0.0,"[4.4872265 0.        1.8576275 3.060694  2.8745694 1.7896739 3.9477901
 5.8258047 3.181631  6.3092036 2.025918  4.191478  2.170619  4.7636952
 4.3374114 1.9940709]",1,[4330 3146 3574 9504 1812]
SYNCID0000004579,CA,ON,THORNHILL,7761,1.0,0.0,2019-11-27,2019-12-26,Offices of Lawyers and Notaries,55344.43,1729.5134375,32.0,4.0,25.0,7.0,23096.67,0.0,"[3.2609596  2.7791474  3.5986578  1.0039492  3.9875991  4.6436734
 0.8981929  3.5524514  5.8187184  2.6675153  3.811984   5.964539
 4.489172   0.98439956 1.1520345  1.6023993 ]",1,[ 4331 11606  7359 12746 13406]
SYNCID0000004580,CA,ON,TORONTO,8651,0.0,461779.0,2011-09-15,2011-11-15,"Offices of Physicians, General Practice",84982.90000000001,1734.3448979591838,49.0,6.0,10.0,7.0,26752.95,4.22,"[0.        3.699832  6.8092966 1.0875995 1.30025   4.985547  3.8471408
 4.3735595 6.0721107 1.4366076 4.5566373 7.0899177 6.798942  3.3340306
 2.4039445 0.8590857]",1,[ 4332  4142 15977  5210 10417]
SYNCID0000004581,CA,ON,PICKERING,other,2.0,0.0,2020-03-04,2021-08-03,0,60572.1,383.3677215189873,158.0,2.0,114.0,4.0,6263.15,-227.83,"[1.5910797 3.334134  4.020939  2.271635  1.5523493 3.9473586 3.18257
 2.6913443 4.2855487 3.6337724 2.6268535 5.766644  1.8279977 4.0508623
 3.6578918 5.30624  ]",1,[ 4333 10026  4205  4591 11573]
SYNCID0000004582,CA,0,other,other,0.0,0.0,1996-02-01,0,0,193575.85,2419.698125,80.0,6.0,44.0,13.0,61608.12,0.0,"[0.5520689  4.7963285  2.8914614  2.4078398  6.544898   6.8277698
 6.597668   4.0845976  0.31823832 0.7824676  1.7043703  7.117322
 2.7969198  4.227156   2.995326   3.062991  ]",1,[ 4334  2527  4447 13387  4825]
SYNCID0000004583,CA,AB,EDMONTON,9112,0.0,0.0,1989-01-20,1991-09-26,Motels,187359.31,10408.850555555555,18.0,3.0,4.0,10.0,104506.83,45.8,"[4.4614162 2.1364164 1.4174106 1.0046821 5.642747  4.543325  7.069963
 3.2666895 6.633888  2.255485  3.7200105 3.451017  1.170105  3.2256818
 3.0391755 2.6766443]",1,[ 4335  4887  6308 13212  9407]
SYNCID0000004584,CA,ON,OTTAWA,7771,0.0,190762.0,1997-03-26,2009-12-31,Management Consulting Services,1101.18,122.35333333333334,9.0,1.0,9.0,0.0,486.5,11.78,"[3.2721508  5.210002   7.8098164  1.7751331  6.177737   3.1010184
 0.98418444 1.8724654  5.371313   4.2680483  3.9824467  0.2831905
 2.7358043  0.52148795 5.896375   2.2326264 ]",1,[ 4336 10167  5127  4704  4926]
SYNCID0000004585,CA,0,other,4411,1.0,165490.0,2019-05-04,2021-05-19,"Project Management, Construction",84103.14,5256.44625,16.0,2.0,10.0,6.0,43799.0,6.61,"[2.3546774 6.58724   1.4924438 1.6150296 6.6716776 5.5332227 3.0527163
 1.9639622 1.7848213 3.212545  1.5444618 3.2462761 1.8540355 4.630124
 2.8518987 2.0149682]",1,[4337 1432  753  356  655]
SYNCID0000004586,CA,ON,TORONTO,7292,1.0,58767.0,2015-07-19,2021-01-09,"Estate, Trust and Agency Funds",205443.25,1316.9439102564102,156.0,4.0,92.0,14.0,16085.88,0.0,"[1.2046992 2.6642718 7.2770634 2.7469957 3.034801  2.223166  2.6714296
 4.6439476 5.650118  2.3969917 4.0671167 5.134789  6.2177153 5.373751
 0.6303483 3.9174178]",1,[ 4338 15656  1147  4895  2662]
SYNCID0000004587,CA,ON,MISSISSAUGA,4261,1.0,46015.0,2009-02-19,2009-07-31,Electrical Work,55120.97,311.41790960451976,177.0,3.0,169.0,8.0,5317.3,-115.75,"[2.3159947 2.4756293 5.134079  2.1821907 1.7687848 0.9846584 1.6214861
 3.7540479 4.8996954 5.465492  4.0165586 5.445693  3.1439202 0.9802959
 3.3042946 3.1605158]",1,[ 4339 10702  6422   626 10878]
SYNCID0000004588,CA,ON,NORTH YORK,7771,2.0,78013.0,2019-04-08,0,Management Consulting Services,2945750.68,5232.2392184724695,563.0,3.0,403.0,155.0,176476.09,0.0,"[5.654143  7.455842  9.645717  1.6201794 4.0987663 0.        4.495435
 2.3637035 6.243675  1.7550994 7.173465  4.6244698 2.5746908 0.
 2.0534754 4.223275 ]",1,[ 4340  1286 16251  7746 15668]
SYNCID0000004589,CA,0,other,0141,2.0,487515.0,0,0,0,1035220.43,1913.531293900185,541.0,5.0,402.0,135.0,116997.92,-1929.78,"[4.1122932 8.491831  4.368123  2.0756445 4.675135  3.8727841 6.8305945
 4.51618   0.        0.        3.4463937 8.980019  1.9838581 3.9646306
 3.4371276 5.5402527]",1,[4341 8605 8533 9562 8330]
SYNCID0000004590,CA,AB,GRANDE PRAIRIE,nan,0.0,0.0,2015-01-01,2014-12-25,0,33287.18,2560.5523076923077,13.0,4.0,7.0,4.0,23156.64,6.71,"[2.4681664 1.295605  2.1772149 2.6967208 3.0776157 5.628814  6.8287296
 3.8994136 4.9371595 2.2160993 3.0788503 6.16559   1.5685365 4.724921
 3.37297   3.4372604]",1,[4342  229 8368 1838 9322]
SYNCID0000004591,CA,AB,LETHBRIDGE,0311,2.0,237890.0,0,2017-08-31,0,145245.53,744.8488717948718,195.0,3.0,158.0,37.0,11124.04,-20.66,"[3.8378358  2.4683447  1.8993279  1.980391   2.0500946  5.163573
 5.8075485  3.7132306  4.484597   1.4650071  4.2108564  6.630658
 0.44487065 3.772654   3.4685574  5.3614006 ]",1,[ 4343  7816 15860 15213  6555]
SYNCID0000004592,CA,ON,TIMMINS,9211,5.0,302664.0,2016-03-28,2021-04-19,"Restaurants, Licensed",44109.53,1297.3391176470589,34.0,2.0,8.0,19.0,4206.13,4.64,"[0.9929875  4.057665   4.7389374  3.7356584  3.3879988  2.9085493
 3.2522106  1.0440036  5.7279096  4.656287   1.2544978  4.4210463
 1.5582492  3.4394393  2.9781647  0.84223926]",1,[ 4344 12455 11118 14184   140]
SYNCID0000004593,CA,ON,BURLINGTON,other,0.0,0.0,2023-06-04,2024-03-13,0,13637.66,136.3766,100.0,2.0,97.0,3.0,1181.65,-103.91,"[1.2887772 2.7305284 4.378624  1.9078369 1.6433911 3.790308  2.7771235
 2.8358371 4.0918984 4.1735206 2.2445822 5.7409687 2.037095  5.1296844
 3.5306883 4.948846 ]",1,[4345 4823 7009 2086 6985]
SYNCID0000004594,CA,BC,PRINCE GEORGE,0139,5.0,0.0,0,2021-12-29,0,17629.81,1175.3206666666667,15.0,1.0,7.0,8.0,9513.0,23.49,"[4.6340885 2.3627887 1.6252263 2.6205928 1.9958084 6.4039702 1.8835573
 2.8747888 2.5954194 3.5905895 2.0431967 4.3580217 1.7494347 3.6262217
 7.0766835 5.169463 ]",1,[4346  678 9788 3274 3066]
SYNCID0000004595,CA,ON,BRAMPTON,9731,1.0,0.0,0,2023-10-17,Funeral Homes,27144.899999999998,2262.075,12.0,1.0,4.0,8.0,8289.94,161.71,"[1.48333   4.5063434 5.1524353 4.828818  4.1948757 4.488538  0.
 1.6781857 5.554558  4.2572956 3.4013832 4.4532804 3.0854228 2.8971603
 2.3076892 3.5843565]",1,[ 4347 15156 11766  6205  4007]
SYNCID0000004596,CA,ON,THORNHILL,7611,8.0,0.0,1971-06-18,0,Insurance and Real Estate Agencies,870498.91,8534.303039215687,102.0,4.0,30.0,16.0,546053.75,10.77,"[3.8105154 1.2356008 5.3894405 3.5113952 3.7836626 5.46813   2.107625
 0.        5.4308505 0.6199522 1.9442377 8.639807  4.0197563 1.7337339
 2.4591966 3.8369515]",1,[ 4348 15186 11583 16085  6587]
SYNCID0000004597,CA,ON,WHITBY,9213,0.0,37596.0,0,2017-05-21,Take-Out Food Services,64169.91,464.999347826087,138.0,4.0,131.0,5.0,26023.18,0.0,"[2.3053591 2.5188346 4.172757  2.4747443 3.70585   2.6002333 3.310367
 2.682131  3.9561644 2.2690246 3.408282  5.349537  3.897632  2.2162864
 1.7630768 3.4448473]",1,[ 4349 11459 12684 15285 14408]
SYNCID0000004598,CA,QC,MONTREAL,7215,1.0,0.0,0,2023-05-24,Holding Companies,16424.79,1263.4453846153847,13.0,1.0,5.0,8.0,4929.0,8.28,"[5.4651027  6.3548794  3.7921479  4.4933553  2.4069612  3.264432
 6.129402   2.8783348  6.087338   6.080705   0.55381244 0.
 4.6517153  6.2202754  0.9359198  2.2129154 ]",1,[ 4350 12798  2626  9525 12391]
