cheque_id,customer_id,amount_cad,debit_credit,transaction_date
CHE00000000000000982,SYNCID0000000047,206.74,credit,2022-12-09
CHE00000000000000983,SYNCID0000000047,1089.15,credit,2022-12-29
CHE00000000000000984,SYNCID0000000047,527.82,debit,2022-12-22
CHE00000000000000985,SYNCID0000000047,206.7,credit,2023-01-31
CHE00000000000000986,SYNCID0000000047,1727.52,debit,2022-11-07
CHE00000000000000987,SYNCID0000000047,2640.97,credit,2022-11-10
CHE00000000000000988,SYNCID0000000047,19.44,debit,2022-12-12
CHE00000000000000989,SYNCID0000000047,428.58,debit,2022-12-07
CHE00000000000000990,SYNCID0000000047,401.9,credit,2022-11-28
CHE00000000000000991,SYNCID0000000047,125.07,debit,2022-11-18
CHE00000000000000992,SYNCID0000000047,18208.01,credit,2023-01-03
CHE00000000000000993,SYNCID0000000047,2122.46,credit,2022-12-20
CHE00000000000000994,SYNCID0000000047,105.71,debit,2022-11-18
CHE00000000000000995,SYNCID0000000047,595.47,credit,2022-11-07
CHE00000000000000996,SYNCID0000000047,93.62,credit,2023-01-30
CHE00000000000000997,SYNCID0000000047,20898.67,debit,2022-11-29
CHE00000000000000998,SYNCID0000000047,133.85,debit,2022-12-08
CHE00000000000000999,SYNCID0000000047,106.78,debit,2022-12-12
CHE00000000000001000,SYNCID0000000047,1836.14,debit,2022-11-01
CHE00000000000001001,SYNCID0000000047,94.86,debit,2022-12-22
CHE00000000000001002,SYNCID0000000047,171.11,credit,2023-01-30
CHE00000000000001003,SYNCID0000000047,95.08,debit,2023-01-03
CHE00000000000001004,SYNCID0000000047,1725.11,credit,2022-11-17
CHE00000000000001005,SYNCID0000000047,103.38,credit,2023-01-12
CHE00000000000001006,SYNCID0000000047,418.9,credit,2022-11-03
CHE00000000000001007,SYNCID0000000047,36.62,credit,2022-11-07
CHE00000000000001008,SYNCID0000000047,2324.31,credit,2022-12-06
CHE00000000000001009,SYNCID0000000047,1481.18,credit,2022-11-18
CHE00000000000001010,SYNCID0000000047,3441.06,credit,2022-11-30
CHE00000000000001011,SYNCID0000000047,1741.39,debit,2022-12-22
CHE00000000000001012,SYNCID0000000047,176.12,credit,2022-12-22
CHE00000000000001013,SYNCID0000000047,69.14,credit,2022-12-14
CHE00000000000001014,SYNCID0000000047,3041.24,credit,2022-12-13
CHE00000000000001021,SYNCID0000000050,148.63,debit,2022-11-14
CHE00000000000001022,SYNCID0000000050,4878.48,debit,2023-01-09
CHE00000000000001023,SYNCID0000000050,4175.67,credit,2022-12-05
CHE00000000000001024,SYNCID0000000050,548.07,credit,2022-11-07
CHE00000000000001025,SYNCID0000000050,53.19,credit,2022-12-05
CHE00000000000001026,SYNCID0000000050,2590.65,credit,2022-11-24
CHE00000000000001027,SYNCID0000000050,84.58,credit,2022-11-24
CHE00000000000001028,SYNCID0000000050,956.34,credit,2022-11-28
CHE00000000000001029,SYNCID0000000050,156.04,credit,2022-11-29
CHE00000000000001030,SYNCID0000000050,1219.42,debit,2022-11-01
CHE00000000000001031,SYNCID0000000050,106.24,credit,2022-12-13
CHE00000000000001032,SYNCID0000000050,4591.62,credit,2023-01-16
CHE00000000000001033,SYNCID0000000050,956.86,debit,2022-11-16
CHE00000000000001034,SYNCID0000000050,319.83,debit,2022-11-21
CHE00000000000001035,SYNCID0000000050,3427.36,debit,2022-11-29
CHE00000000000001036,SYNCID0000000050,97.66,credit,2022-12-12
CHE00000000000001037,SYNCID0000000050,469.15,credit,2023-01-04
CHE00000000000001038,SYNCID0000000050,3951.53,debit,2023-01-16
CHE00000000000001039,SYNCID0000000050,4052.71,credit,2023-01-11
CHE00000000000001040,SYNCID0000000050,2105.84,credit,2023-01-24
CHE00000000000001041,SYNCID0000000050,975.71,debit,2023-01-09
CHE00000000000001042,SYNCID0000000050,1390.55,credit,2023-01-10
CHE00000000000001043,SYNCID0000000052,1577.43,debit,2022-11-30
CHE00000000000001044,SYNCID0000000052,481.88,credit,2022-12-01
CHE00000000000001045,SYNCID0000000053,377.68,credit,2022-11-25
CHE00000000000001046,SYNCID0000000053,3800.7,debit,2022-11-22
CHE00000000000001047,SYNCID0000000053,217.68,debit,2022-11-01
CHE00000000000001048,SYNCID0000000053,287.05,credit,2022-12-08
CHE00000000000001049,SYNCID0000000053,1263.08,debit,2023-01-18
CHE00000000000001050,SYNCID0000000053,2400.77,debit,2022-11-23
CHE00000000000001051,SYNCID0000000056,215.83,debit,2022-11-10
CHE00000000000001052,SYNCID0000000056,212.42,debit,2022-11-03
CHE00000000000001053,SYNCID0000000057,2356.82,debit,2022-12-14
CHE00000000000001054,SYNCID0000000057,213.93,credit,2022-11-01
CHE00000000000001055,SYNCID0000000057,132.67,credit,2022-11-08
CHE00000000000001056,SYNCID0000000057,614.37,credit,2022-11-29
CHE00000000000001057,SYNCID0000000057,349.19,credit,2022-11-28
CHE00000000000001058,SYNCID0000000057,1759.68,credit,2022-12-07
CHE00000000000001059,SYNCID0000000057,1689.42,debit,2022-11-07
CHE00000000000001060,SYNCID0000000057,233.09,debit,2022-12-01
CHE00000000000001061,SYNCID0000000057,5343.06,debit,2023-01-11
CHE00000000000001062,SYNCID0000000057,11129.4,credit,2022-12-02
CHE00000000000001063,SYNCID0000000057,287.38,credit,2023-01-13
CHE00000000000001064,SYNCID0000000057,2384.68,debit,2022-11-28
CHE00000000000001065,SYNCID0000000057,690.04,credit,2022-12-21
CHE00000000000001066,SYNCID0000000057,4083.08,debit,2022-12-05
CHE00000000000001067,SYNCID0000000057,12485.55,debit,2023-01-23
CHE00000000000001068,SYNCID0000000057,223.06,credit,2023-01-03
CHE00000000000001069,SYNCID0000000057,490.62,debit,2022-11-14
CHE00000000000001070,SYNCID0000000058,109.18,debit,2022-11-10
CHE00000000000001071,SYNCID0000000058,682.33,debit,2022-11-29
CHE00000000000001072,SYNCID0000000059,798.8,debit,2023-01-13
CHE00000000000001073,SYNCID0000000059,215.67,debit,2023-01-31
CHE00000000000001074,SYNCID0000000059,1185.26,credit,2022-12-15
CHE00000000000001075,SYNCID0000000059,241.07,debit,2023-01-17
CHE00000000000001076,SYNCID0000000059,431.25,credit,2022-11-07
CHE00000000000001077,SYNCID0000000059,1070.76,debit,2023-01-16
CHE00000000000001078,SYNCID0000000059,324.95,credit,2023-01-09
CHE00000000000001079,SYNCID0000000059,1078.93,debit,2023-01-20
CHE00000000000001080,SYNCID0000000059,2402.09,credit,2022-12-12
CHE00000000000001081,SYNCID0000000059,257.38,debit,2023-01-17
CHE00000000000001082,SYNCID0000000059,1017.75,credit,2022-12-20
CHE00000000000001083,SYNCID0000000059,2443.78,credit,2023-01-03
CHE00000000000001084,SYNCID0000000059,14805.85,debit,2022-12-13
CHE00000000000001085,SYNCID0000000059,750.38,debit,2022-11-07
CHE00000000000001086,SYNCID0000000060,545.93,credit,2022-12-23
CHE00000000000001087,SYNCID0000000060,269.98,debit,2023-01-27
CHE00000000000001088,SYNCID0000000060,2041.81,credit,2022-11-21
CHE00000000000001089,SYNCID0000000060,2338.68,debit,2022-12-19
CHE00000000000001090,SYNCID0000000060,222.72,credit,2022-11-10
CHE00000000000001091,SYNCID0000000062,6568.74,debit,2023-01-16
CHE00000000000001092,SYNCID0000000062,1588.55,debit,2022-12-02
CHE00000000000001093,SYNCID0000000062,296.08,debit,2023-01-26
CHE00000000000001094,SYNCID0000000063,437.61,debit,2023-01-12
CHE00000000000001095,SYNCID0000000064,264.43,debit,2022-12-09
CHE00000000000001096,SYNCID0000000065,767.77,debit,2022-11-28
CHE00000000000001097,SYNCID0000000065,28764.75,credit,2022-12-05
CHE00000000000001098,SYNCID0000000065,1617.23,credit,2022-12-28
CHE00000000000001099,SYNCID0000000065,1896.22,credit,2022-12-12
CHE00000000000001100,SYNCID0000000066,63.85,debit,2022-12-12
CHE00000000000001101,SYNCID0000000067,7573.36,credit,2023-01-04
CHE00000000000001102,SYNCID0000000067,264.99,debit,2023-01-24
CHE00000000000001103,SYNCID0000000067,127.04,debit,2022-11-04
CHE00000000000001104,SYNCID0000000067,1369.4,debit,2022-11-10
CHE00000000000001105,SYNCID0000000067,1091.61,debit,2023-01-27
CHE00000000000001106,SYNCID0000000067,86.7,credit,2022-12-02
CHE00000000000001107,SYNCID0000000067,146.9,debit,2022-11-10
CHE00000000000001108,SYNCID0000000067,647.5,debit,2022-11-18
CHE00000000000001109,SYNCID0000000067,351.78,credit,2023-01-09
CHE00000000000001110,SYNCID0000000067,7838.69,debit,2022-12-15
CHE00000000000001111,SYNCID0000000067,740.63,credit,2022-11-14
CHE00000000000001112,SYNCID0000000067,624.92,debit,2022-12-02
CHE00000000000001113,SYNCID0000000067,265.03,debit,2022-12-01
CHE00000000000001114,SYNCID0000000067,6883.26,debit,2022-12-07
CHE00000000000001115,SYNCID0000000067,61.85,debit,2023-01-25
CHE00000000000001116,SYNCID0000000067,2262.19,debit,2022-11-04
CHE00000000000001117,SYNCID0000000067,2231.34,debit,2023-01-27
CHE00000000000001118,SYNCID0000000067,299.49,debit,2022-12-01
CHE00000000000001119,SYNCID0000000067,430.92,debit,2022-11-04
CHE00000000000001120,SYNCID0000000067,197.28,credit,2022-11-03
CHE00000000000001121,SYNCID0000000067,486.86,debit,2023-01-17
CHE00000000000001122,SYNCID0000000067,1286.85,debit,2023-01-18
CHE00000000000001123,SYNCID0000000067,1029.4,debit,2022-12-13
CHE00000000000001124,SYNCID0000000067,5152.67,debit,2022-12-16
CHE00000000000001125,SYNCID0000000067,944.6,debit,2022-12-14
CHE00000000000001126,SYNCID0000000067,453.44,credit,2022-12-22
CHE00000000000001127,SYNCID0000000067,2681.99,debit,2022-12-09
CHE00000000000001128,SYNCID0000000067,13797.7,credit,2022-11-18
CHE00000000000001129,SYNCID0000000067,1272.93,credit,2022-12-06
CHE00000000000001130,SYNCID0000000067,1000.46,credit,2023-01-05
CHE00000000000001131,SYNCID0000000067,704.02,debit,2022-11-10
CHE00000000000001132,SYNCID0000000067,198.93,debit,2022-12-29
CHE00000000000001133,SYNCID0000000067,3243.27,debit,2022-11-21
CHE00000000000001134,SYNCID0000000067,3068.27,debit,2023-01-17
CHE00000000000001135,SYNCID0000000067,14872.86,credit,2022-12-06
CHE00000000000001136,SYNCID0000000067,1290.56,debit,2022-12-09
CHE00000000000001137,SYNCID0000000067,3409.18,debit,2022-11-17
CHE00000000000001138,SYNCID0000000067,26810.98,credit,2022-11-02
CHE00000000000001139,SYNCID0000000067,209.06,credit,2022-11-07
CHE00000000000001140,SYNCID0000000067,361.51,debit,2023-01-12
CHE00000000000001141,SYNCID0000000067,3064.51,debit,2023-01-13
CHE00000000000001142,SYNCID0000000067,149.46,credit,2022-12-02
CHE00000000000001143,SYNCID0000000067,443.38,credit,2023-01-03
CHE00000000000001144,SYNCID0000000067,175.77,debit,2022-11-25
CHE00000000000001145,SYNCID0000000067,123.94,debit,2022-11-14
CHE00000000000001146,SYNCID0000000067,11079.3,debit,2022-11-23
CHE00000000000001147,SYNCID0000000067,106.77,debit,2022-11-01
CHE00000000000001148,SYNCID0000000067,20875.34,credit,2022-12-09
CHE00000000000001149,SYNCID0000000067,739.96,credit,2022-11-01
CHE00000000000001150,SYNCID0000000067,344.73,debit,2022-12-05
CHE00000000000001151,SYNCID0000000067,1927.96,debit,2022-12-29
CHE00000000000001152,SYNCID0000000067,44206.01,debit,2023-01-25
CHE00000000000001153,SYNCID0000000067,155.69,debit,2022-12-15
CHE00000000000001154,SYNCID0000000067,1115.26,debit,2022-12-05
CHE00000000000001155,SYNCID0000000067,4950.12,debit,2022-11-18
CHE00000000000001156,SYNCID0000000067,800.65,debit,2023-01-23
CHE00000000000001157,SYNCID0000000067,79672.64,debit,2022-11-24
CHE00000000000001158,SYNCID0000000067,616.14,debit,2023-01-27
CHE00000000000001159,SYNCID0000000067,266.82,debit,2023-01-25
CHE00000000000001160,SYNCID0000000067,1925.96,debit,2022-12-30
CHE00000000000001161,SYNCID0000000067,10713.94,debit,2022-11-23
CHE00000000000001162,SYNCID0000000067,5945.0,debit,2023-01-23
CHE00000000000001163,SYNCID0000000067,519.94,credit,2023-01-26
CHE00000000000001164,SYNCID0000000067,625.41,debit,2023-01-26
CHE00000000000001165,SYNCID0000000067,256.91,debit,2022-12-28
CHE00000000000001166,SYNCID0000000067,1205.7,debit,2023-01-16
CHE00000000000001167,SYNCID0000000067,1035.91,debit,2022-12-21
CHE00000000000001168,SYNCID0000000067,631.01,debit,2022-11-21
CHE00000000000001169,SYNCID0000000067,1398.54,debit,2022-11-03
CHE00000000000001170,SYNCID0000000067,1454.67,debit,2022-11-14
CHE00000000000001171,SYNCID0000000067,529.07,debit,2022-12-19
CHE00000000000001172,SYNCID0000000067,1697.3,debit,2023-01-03
CHE00000000000001173,SYNCID0000000068,5339.73,credit,2022-12-30
CHE00000000000001174,SYNCID0000000068,2669.46,credit,2022-11-17
CHE00000000000001175,SYNCID0000000068,725.06,debit,2022-11-10
CHE00000000000001176,SYNCID0000000068,1313.2,credit,2023-01-26
CHE00000000000001177,SYNCID0000000068,497.78,credit,2022-11-03
CHE00000000000001178,SYNCID0000000068,951.28,debit,2023-01-09
CHE00000000000001179,SYNCID0000000068,3596.89,credit,2023-01-13
CHE00000000000001180,SYNCID0000000068,453.88,debit,2022-12-28
CHE00000000000001181,SYNCID0000000069,1296.98,debit,2022-12-28
CHE00000000000001182,SYNCID0000000069,876.49,debit,2022-11-10
CHE00000000000001183,SYNCID0000000071,28839.3,credit,2022-11-02
CHE00000000000001184,SYNCID0000000071,4467.45,credit,2022-11-02
CHE00000000000001185,SYNCID0000000071,1939.44,debit,2023-01-12
CHE00000000000001186,SYNCID0000000072,7724.37,credit,2022-11-24
CHE00000000000001187,SYNCID0000000072,377.81,debit,2022-12-30
CHE00000000000001188,SYNCID0000000072,127.09,debit,2023-01-23
CHE00000000000001189,SYNCID0000000072,1614.66,debit,2022-11-09
CHE00000000000001190,SYNCID0000000072,10829.68,credit,2023-01-25
CHE00000000000001191,SYNCID0000000074,19.29,credit,2023-01-31
CHE00000000000001192,SYNCID0000000074,134.25,debit,2022-12-02
CHE00000000000001193,SYNCID0000000074,917.83,debit,2022-12-28
CHE00000000000001194,SYNCID0000000074,782.37,debit,2023-01-12
CHE00000000000001195,SYNCID0000000074,244.13,debit,2022-11-09
CHE00000000000001196,SYNCID0000000074,46324.77,debit,2022-12-01
CHE00000000000001197,SYNCID0000000074,1806.97,credit,2022-12-01
CHE00000000000001198,SYNCID0000000074,4523.18,credit,2022-12-28
CHE00000000000001199,SYNCID0000000074,2497.34,credit,2022-11-08
CHE00000000000001200,SYNCID0000000074,5034.69,debit,2023-01-09
CHE00000000000001201,SYNCID0000000074,2657.53,debit,2022-11-04
CHE00000000000001202,SYNCID0000000074,2070.75,debit,2022-11-25
CHE00000000000001203,SYNCID0000000074,50.49,credit,2022-12-19
CHE00000000000001204,SYNCID0000000074,520.41,debit,2022-12-08
CHE00000000000001205,SYNCID0000000074,199.05,debit,2022-12-02
CHE00000000000001206,SYNCID0000000074,991.05,debit,2023-01-23
CHE00000000000001207,SYNCID0000000074,613.49,credit,2023-01-09
CHE00000000000001208,SYNCID0000000074,440.7,credit,2022-12-16
CHE00000000000001209,SYNCID0000000074,105.14,credit,2023-01-09
CHE00000000000001210,SYNCID0000000074,1961.17,debit,2022-12-16
CHE00000000000001211,SYNCID0000000074,1384.78,debit,2022-11-21
CHE00000000000001212,SYNCID0000000074,2559.51,debit,2022-11-02
CHE00000000000001213,SYNCID0000000074,8040.57,debit,2022-11-01
CHE00000000000001214,SYNCID0000000075,590.77,debit,2022-11-15
CHE00000000000001215,SYNCID0000000075,232576.73,debit,2023-01-05
CHE00000000000001216,SYNCID0000000077,1889.32,debit,2023-01-03
CHE00000000000001217,SYNCID0000000077,999.32,credit,2022-11-18
CHE00000000000001218,SYNCID0000000077,376.58,debit,2023-01-16
CHE00000000000001219,SYNCID0000000077,3946.03,debit,2023-01-10
CHE00000000000001220,SYNCID0000000077,2312.62,credit,2023-01-05
CHE00000000000001221,SYNCID0000000077,170.02,debit,2023-01-17
CHE00000000000001222,SYNCID0000000078,582.81,debit,2023-01-03
CHE00000000000001223,SYNCID0000000078,108.02,debit,2022-12-07
CHE00000000000001224,SYNCID0000000078,6498.27,credit,2023-01-30
CHE00000000000001225,SYNCID0000000078,1742.45,debit,2022-11-28
CHE00000000000001226,SYNCID0000000078,137.45,debit,2022-12-09
CHE00000000000001227,SYNCID0000000078,734.44,credit,2022-11-08
CHE00000000000001228,SYNCID0000000078,635.75,debit,2022-12-14
CHE00000000000001229,SYNCID0000000078,1466.5,debit,2023-01-16
CHE00000000000001230,SYNCID0000000078,519.87,debit,2022-12-05
CHE00000000000001231,SYNCID0000000078,52.71,debit,2022-11-08
CHE00000000000001232,SYNCID0000000078,280.77,debit,2022-12-20
CHE00000000000001233,SYNCID0000000078,3294.15,credit,2022-12-08
CHE00000000000001234,SYNCID0000000078,481.53,debit,2022-11-03
CHE00000000000001235,SYNCID0000000078,17.06,debit,2022-11-04
CHE00000000000001236,SYNCID0000000078,12641.77,debit,2022-12-22
CHE00000000000001237,SYNCID0000000078,1259.68,debit,2022-12-21
CHE00000000000001238,SYNCID0000000078,4237.45,credit,2022-12-05
CHE00000000000001239,SYNCID0000000078,74.42,debit,2022-11-28
CHE00000000000001240,SYNCID0000000078,108.13,debit,2022-12-20
CHE00000000000001241,SYNCID0000000078,1064.79,debit,2023-01-10
CHE00000000000001242,SYNCID0000000078,21.04,debit,2023-01-03
CHE00000000000001243,SYNCID0000000078,26.42,credit,2023-01-30
CHE00000000000001244,SYNCID0000000078,17118.07,debit,2022-12-19
CHE00000000000001245,SYNCID0000000078,352.48,debit,2023-01-30
CHE00000000000001246,SYNCID0000000078,1135.36,debit,2022-11-25
CHE00000000000001247,SYNCID0000000078,730.97,debit,2022-11-24
CHE00000000000001248,SYNCID0000000078,2046.95,debit,2022-12-22
CHE00000000000001249,SYNCID0000000078,353.41,debit,2023-01-24
CHE00000000000001250,SYNCID0000000078,1074.39,debit,2023-01-04
CHE00000000000001251,SYNCID0000000078,1213.25,debit,2022-11-25
CHE00000000000001252,SYNCID0000000078,264.87,debit,2022-12-22
CHE00000000000001253,SYNCID0000000078,188.48,credit,2023-01-23
CHE00000000000001254,SYNCID0000000078,1398.67,debit,2022-11-23
CHE00000000000001255,SYNCID0000000078,1773.89,credit,2022-11-16
CHE00000000000001256,SYNCID0000000078,539.56,debit,2022-11-01
CHE00000000000001257,SYNCID0000000078,1681.16,debit,2022-11-25
CHE00000000000001258,SYNCID0000000078,828.22,debit,2023-01-10
CHE00000000000001259,SYNCID0000000078,97.38,debit,2023-01-27
CHE00000000000001260,SYNCID0000000078,36.73,debit,2022-12-19
CHE00000000000001261,SYNCID0000000078,129.8,debit,2022-11-03
CHE00000000000001262,SYNCID0000000078,728.97,debit,2022-12-22
CHE00000000000001263,SYNCID0000000078,2980.88,debit,2022-11-29
CHE00000000000001264,SYNCID0000000078,4010.59,debit,2022-11-14
CHE00000000000001265,SYNCID0000000078,62.1,debit,2022-12-08
CHE00000000000001266,SYNCID0000000081,3792.49,debit,2023-01-18
CHE00000000000001267,SYNCID0000000081,712.5,debit,2023-01-18
CHE00000000000001268,SYNCID0000000081,667.89,debit,2022-12-19
CHE00000000000001269,SYNCID0000000081,542.58,debit,2022-11-24
CHE00000000000001270,SYNCID0000000081,663.14,debit,2022-12-20
CHE00000000000001271,SYNCID0000000081,1052.04,debit,2022-12-05
CHE00000000000001272,SYNCID0000000081,262.36,credit,2023-01-22
CHE00000000000001273,SYNCID0000000081,457.38,debit,2022-12-28
CHE00000000000001274,SYNCID0000000081,311.99,debit,2023-01-25
CHE00000000000001275,SYNCID0000000081,68.11,debit,2022-11-28
CHE00000000000001276,SYNCID0000000081,29.85,debit,2022-12-30
CHE00000000000001277,SYNCID0000000081,451.42,debit,2022-12-05
CHE00000000000001278,SYNCID0000000081,268.43,debit,2022-12-08
CHE00000000000001279,SYNCID0000000081,274.88,debit,2022-12-12
CHE00000000000001280,SYNCID0000000081,536.25,debit,2022-11-29
CHE00000000000001281,SYNCID0000000081,164.0,debit,2023-01-24
CHE00000000000001282,SYNCID0000000081,3381.18,debit,2022-11-22
CHE00000000000001283,SYNCID0000000081,729.06,debit,2022-12-14
CHE00000000000001284,SYNCID0000000081,482.62,debit,2022-11-21
CHE00000000000001285,SYNCID0000000081,1111.84,debit,2022-11-14
CHE00000000000001286,SYNCID0000000081,3982.33,credit,2023-01-20
CHE00000000000001287,SYNCID0000000082,239.87,debit,2022-12-19
CHE00000000000001288,SYNCID0000000082,1890.9,debit,2022-11-21
CHE00000000000001289,SYNCID0000000082,602.1,debit,2022-12-22
CHE00000000000001290,SYNCID0000000082,225.55,credit,2023-01-04
CHE00000000000001291,SYNCID0000000084,327.18,credit,2022-11-15
CHE00000000000001292,SYNCID0000000084,1909.6,debit,2023-01-06
CHE00000000000001293,SYNCID0000000084,259.81,credit,2022-12-09
CHE00000000000001294,SYNCID0000000084,1328.29,debit,2023-01-10
CHE00000000000001295,SYNCID0000000084,423.32,credit,2022-11-24
CHE00000000000001296,SYNCID0000000084,142.46,debit,2023-01-25
CHE00000000000001297,SYNCID0000000084,1818.34,debit,2022-12-05
CHE00000000000001298,SYNCID0000000084,3251.63,debit,2022-12-20
CHE00000000000001299,SYNCID0000000084,1065.69,debit,2022-11-28
CHE00000000000001300,SYNCID0000000084,751.4,debit,2022-11-14
CHE00000000000001301,SYNCID0000000084,4235.98,credit,2022-12-19
CHE00000000000001302,SYNCID0000000084,2282.89,debit,2022-11-24
CHE00000000000001303,SYNCID0000000084,7261.81,debit,2022-11-14
CHE00000000000001304,SYNCID0000000084,4418.7,credit,2022-11-17
CHE00000000000001305,SYNCID0000000084,1074.29,debit,2022-11-24
CHE00000000000001306,SYNCID0000000084,643.7,credit,2022-11-30
CHE00000000000001307,SYNCID0000000084,3265.26,debit,2022-11-02
CHE00000000000001308,SYNCID0000000084,34.41,credit,2023-01-10
CHE00000000000001309,SYNCID0000000084,850.49,debit,2022-12-05
CHE00000000000001310,SYNCID0000000084,3606.83,debit,2022-12-13
CHE00000000000001311,SYNCID0000000084,6002.9,credit,2022-11-04
CHE00000000000001312,SYNCID0000000084,362.06,debit,2023-01-30
CHE00000000000001313,SYNCID0000000084,1078.72,debit,2022-12-01
CHE00000000000001314,SYNCID0000000084,278.1,credit,2023-01-20
CHE00000000000001315,SYNCID0000000084,998.06,credit,2022-11-02
CHE00000000000001316,SYNCID0000000084,1173.24,credit,2022-12-01
CHE00000000000001317,SYNCID0000000084,1446.55,debit,2023-01-06
CHE00000000000001318,SYNCID0000000084,3047.23,debit,2023-01-25
CHE00000000000001319,SYNCID0000000084,337.35,debit,2022-11-14
CHE00000000000001320,SYNCID0000000084,1058.62,debit,2023-01-31
CHE00000000000001321,SYNCID0000000084,9.28,credit,2022-12-19
CHE00000000000001322,SYNCID0000000084,935.43,debit,2023-01-16
CHE00000000000001323,SYNCID0000000084,321.85,credit,2023-01-26
CHE00000000000001324,SYNCID0000000084,275.41,debit,2022-11-03
CHE00000000000001325,SYNCID0000000084,556.83,debit,2022-11-21
CHE00000000000001326,SYNCID0000000084,181.43,credit,2023-01-18
CHE00000000000001327,SYNCID0000000084,1026.09,debit,2022-11-09
CHE00000000000001328,SYNCID0000000084,1196.9,credit,2022-11-03
CHE00000000000001329,SYNCID0000000084,526.04,debit,2023-01-11
CHE00000000000001330,SYNCID0000000084,1308.0,debit,2022-12-01
CHE00000000000001331,SYNCID0000000084,180.36,debit,2022-12-01
CHE00000000000001332,SYNCID0000000084,1010.42,debit,2023-01-18
CHE00000000000001333,SYNCID0000000084,1171.43,debit,2022-11-25
CHE00000000000001334,SYNCID0000000084,1930.67,debit,2023-01-13
CHE00000000000001335,SYNCID0000000084,209.64,credit,2022-12-29
CHE00000000000001336,SYNCID0000000084,2540.76,debit,2023-01-13
CHE00000000000001337,SYNCID0000000084,213.67,debit,2023-01-06
CHE00000000000001338,SYNCID0000000084,6210.88,debit,2023-01-10
CHE00000000000001339,SYNCID0000000084,63.31,debit,2022-12-12
CHE00000000000001340,SYNCID0000000084,1515.48,debit,2022-12-07
CHE00000000000001341,SYNCID0000000084,3189.44,debit,2022-11-24
CHE00000000000001342,SYNCID0000000085,2146.17,debit,2023-01-31
CHE00000000000001343,SYNCID0000000085,701.47,debit,2022-12-22
CHE00000000000001344,SYNCID0000000085,252.11,debit,2022-12-05
CHE00000000000001345,SYNCID0000000085,927.49,credit,2022-12-01
CHE00000000000001346,SYNCID0000000085,1004.54,debit,2023-01-24
CHE00000000000001347,SYNCID0000000085,5386.36,credit,2022-11-14
CHE00000000000001348,SYNCID0000000085,228.51,credit,2023-01-09
CHE00000000000001349,SYNCID0000000085,3702.52,debit,2022-11-15
CHE00000000000001350,SYNCID0000000085,669.76,debit,2022-11-09
CHE00000000000001351,SYNCID0000000085,4029.36,debit,2023-01-09
CHE00000000000001352,SYNCID0000000086,759.49,debit,2022-11-02
CHE00000000000001353,SYNCID0000000086,1237.22,credit,2022-12-01
CHE00000000000001354,SYNCID0000000086,484.95,debit,2022-11-14
CHE00000000000001355,SYNCID0000000086,1030.4,credit,2023-01-12
CHE00000000000001356,SYNCID0000000086,84.96,debit,2023-01-03
CHE00000000000001357,SYNCID0000000086,1343.38,debit,2023-01-23
CHE00000000000001358,SYNCID0000000086,295.82,debit,2022-12-16
CHE00000000000001359,SYNCID0000000086,44.58,debit,2022-11-04
CHE00000000000001360,SYNCID0000000086,216.35,debit,2022-11-16
CHE00000000000001361,SYNCID0000000086,270.99,debit,2022-12-23
CHE00000000000001362,SYNCID0000000086,51.49,debit,2022-12-09
CHE00000000000001363,SYNCID0000000086,85.92,debit,2022-11-28
CHE00000000000001364,SYNCID0000000086,1657.49,debit,2022-12-09
CHE00000000000001365,SYNCID0000000086,345.65,debit,2023-01-06
CHE00000000000001366,SYNCID0000000086,14553.22,debit,2022-12-01
CHE00000000000001367,SYNCID0000000086,51.88,credit,2022-11-23
CHE00000000000001368,SYNCID0000000086,690.6,debit,2023-01-03
CHE00000000000001369,SYNCID0000000086,154.28,debit,2022-12-06
CHE00000000000001370,SYNCID0000000086,85.69,debit,2022-11-25
CHE00000000000001371,SYNCID0000000086,284.12,credit,2022-11-16
CHE00000000000001372,SYNCID0000000086,151.35,debit,2023-01-31
CHE00000000000001373,SYNCID0000000086,907.27,credit,2022-11-03
CHE00000000000001374,SYNCID0000000086,74.32,debit,2022-11-03
CHE00000000000001375,SYNCID0000000086,37.79,credit,2023-01-11
CHE00000000000001376,SYNCID0000000086,5913.29,debit,2022-11-28
CHE00000000000001377,SYNCID0000000086,531.89,debit,2022-12-09
CHE00000000000001378,SYNCID0000000086,643.61,debit,2022-12-02
CHE00000000000001379,SYNCID0000000086,2101.44,credit,2023-01-06
CHE00000000000001380,SYNCID0000000086,758.27,debit,2023-01-23
CHE00000000000001381,SYNCID0000000086,588.61,debit,2022-12-13
CHE00000000000001382,SYNCID0000000086,381.64,credit,2022-12-14
CHE00000000000001383,SYNCID0000000086,1904.68,credit,2022-11-01
CHE00000000000001384,SYNCID0000000086,8.79,credit,2023-01-18
CHE00000000000001385,SYNCID0000000086,1073.67,debit,2022-11-02
CHE00000000000001386,SYNCID0000000086,2151.09,debit,2023-01-30
CHE00000000000001387,SYNCID0000000086,715.88,debit,2022-11-21
CHE00000000000001388,SYNCID0000000086,1523.01,credit,2022-12-06
CHE00000000000001389,SYNCID0000000086,755.17,debit,2022-11-16
CHE00000000000001390,SYNCID0000000086,376.83,credit,2022-11-07
CHE00000000000001391,SYNCID0000000086,67.53,credit,2023-01-05
CHE00000000000001392,SYNCID0000000086,1581.93,debit,2022-12-28
