customer_id,country,province,city,industry_code,employee_count,sales,established_date,onboard_date,industry,total_amount,avg_amount,transaction_count,unique_transaction_types,debit_count,credit_count,max_transaction,min_transaction,cluster,anomaly_score
SYNCID0000002919,CA,0,other,4561,0.0,608157.0,1999-09-08,2003-06-15,General Freight Trucking Industry,2079996.8,8455.271544715448,246.0,5.0,112.0,73.0,610152.59,1.86,0,1
SYNCID0000002920,CA,QC,MONTREAL,6031,3.0,32116.0,0,2023-05-11,Pharmacies,1048.65,131.08125,8.0,2.0,6.0,2.0,425.92,4.0,3,-1
SYNCID0000002921,CA,BC,PRINCE GEORGE,4011,7.0,551537.0,2005-08-25,2005-10-31,Single Family Housing,68037.62,829.7270731707316,82.0,4.0,63.0,11.0,17003.23,0.0,0,1
SYNCID0000002922,CA,0,other,0159,0.0,0.0,2023-04-09,2023-12-02,0,6278.13,120.73326923076924,52.0,1.0,51.0,1.0,1258.82,0.0,3,1
SYNCID0000002923,CA,ON,TORONTO,8653,0.0,0.0,2022-10-05,2022-11-02,"Offices of Dentists, General Practice",5175035.57,105612.97081632653,49.0,3.0,28.0,21.0,3966337.86,4.17,0,1
SYNCID0000002924,CA,ON,SCARBOROUGH,9712,5.0,250440.0,2011-08-26,2011-09-24,Beauty Shops,333091.04,7087.043404255319,47.0,3.0,39.0,8.0,157574.38,2.13,0,1
SYNCID0000002925,CA,ON,SCARBOROUGH,9942,1.0,0.0,1992-08-26,2010-09-19,Welding,1645.44,822.72,2.0,1.0,2.0,0.0,1474.78,170.66,3,1
SYNCID0000002926,CA,NL,ST. JOHN'S,0231,2.0,716835.0,2014-06-03,0,0,95037.0,2436.846153846154,39.0,3.0,8.0,20.0,15515.19,26.04,0,1
SYNCID0000002927,CA,0,other,4119,1.0,73956.0,1997-01-14,1997-04-21,Other Industrial Construction,13024.800000000001,2604.96,5.0,2.0,2.0,3.0,7040.43,139.01,3,1
SYNCID0000002929,CA,ON,DORCHESTER,7721,0.0,0.0,2010-05-31,2010-09-27,Computer Services,1184915.19,592457.595,2.0,1.0,0.0,2.0,861410.1,323505.09,1,1
SYNCID0000002930,CA,ON,ETOBICOKE,6121,1.0,0.0,2023-04-08,2023-06-12,Men's Clothing Stores,23515.479999999996,734.8587499999999,32.0,3.0,30.0,1.0,18429.03,0.0,0,1
SYNCID0000002931,CA,ON,MISSISSAUGA,4561,1.0,0.0,0,2021-12-02,General Freight Trucking Industry,164472.57,625.370988593156,263.0,5.0,225.0,32.0,24867.42,0.0,0,1
SYNCID0000002933,CA,ON,NORTH YORK,9831,1.0,0.0,2020-06-14,2020-06-21,Professional Health and Social Service Membership Associations,59668.67,2841.365238095238,21.0,3.0,8.0,4.0,22578.69,3.54,0,1
SYNCID0000002934,CA,AB,DRAYTON VALLEY,7721,0.0,0.0,2020-10-16,2021-04-03,Computer Services,14662.84,733.142,20.0,4.0,15.0,4.0,2760.41,9.05,0,1
SYNCID0000002935,CA,QC,LASALLE,7511,2.0,0.0,2021-02-12,2021-11-28,Operators of Residential Buildings and Dwellings,17647.079999999998,8823.539999999999,2.0,1.0,1.0,1.0,11802.97,5844.11,3,1
SYNCID0000002936,CA,AB,EDMONTON,7799,2.0,0.0,2022-07-18,2022-11-09,Other Business Services n.e.c.,47316.96,751.0628571428572,63.0,2.0,62.0,1.0,13038.38,0.0,3,1
SYNCID0000002937,CA,0,other,6351,1.0,0.0,2023-07-11,2024-12-14,Garages (General Repairs),1010726.69,7324.106449275362,138.0,3.0,87.0,51.0,246271.49,10.92,0,1
SYNCID0000002938,CA,ON,STONEY CREEK,8661,1.0,12627.0,2022-11-21,0,Offices of Chiropractors and Osteopaths,260166.86,1858.3347142857142,140.0,4.0,31.0,85.0,82387.9,2.11,0,1
SYNCID0000002939,CA,ON,TORONTO,9861,1.0,37351.0,2005-05-27,2010-01-04,Civic and Fraternal Organizations,918.8499999999999,459.42499999999995,2.0,2.0,1.0,0.0,685.04,233.81,3,1
SYNCID0000002940,CA,0,other,other,0.0,112565.0,1997-06-26,1997-10-25,0,186666.94,1924.401443298969,97.0,3.0,77.0,20.0,27614.29,1.06,0,1
SYNCID0000002942,CA,ON,TORONTO,4013,1.0,1.0,2017-07-24,2019-11-03,Residential Renovation,64250.39,1147.328392857143,56.0,2.0,9.0,2.0,10661.98,-35.13,3,1
SYNCID0000002944,CA,ON,MIDLAND,other,2.0,0.0,2023-11-02,2023-12-14,0,350168.21,3334.9353333333333,105.0,5.0,99.0,5.0,270988.58,-366.42,0,1
SYNCID0000002945,CA,QC,BLAINVILLE,9221,2.0,0.0,2021-07-12,2021-09-24,"Taverns, Bars and Night Clubs",51160.630000000005,1705.3543333333334,30.0,4.0,5.0,1.0,29009.02,30.18,0,1
SYNCID0000002946,CA,0,other,0412,0.0,232606.0,1998-03-17,1999-07-20,0,7892.36,358.74363636363637,22.0,1.0,22.0,0.0,3095.71,0.0,3,1
SYNCID0000002947,CA,ON,SCARBOROUGH,4563,1.0,425202.0,0,2004-12-09,Bulk Liquids Trucking Industry,186440.3,4439.054761904762,42.0,3.0,22.0,18.0,53170.02,16.49,0,1
SYNCID0000002948,CA,ON,TORONTO,9213,1.0,12857.0,0,2020-05-29,Take-Out Food Services,407480.88,1623.4298007968127,251.0,3.0,55.0,132.0,77628.67,1.12,0,1
SYNCID0000002949,CA,ON,POWASSAN,8652,2.0,619081.0,2017-02-21,2019-11-09,"Offices of Physicians and Surgeons, Specialists",467288.01,2005.5279399141632,233.0,3.0,63.0,167.0,133718.35,2.07,4,1
SYNCID0000002950,CA,0,other,9811,0.0,0.0,1969-02-28,1992-07-13,Religious Organizations,213120.41,4633.052391304348,46.0,1.0,40.0,6.0,71138.4,21.78,3,1
SYNCID0000002951,CA,0,other,other,2.0,338454.0,2009-10-09,2009-12-18,0,145615.9,1164.9271999999999,125.0,5.0,29.0,18.0,33244.3,6.48,0,1
SYNCID0000002952,CA,BC,PORT ALBERNI,other,4.0,322231.0,0,2010-03-17,0,2901575.81,46799.60983870968,62.0,4.0,19.0,42.0,734081.64,10.15,0,1
SYNCID0000002953,CA,ON,ETOBICOKE,7215,1.0,0.0,2000-03-12,0,Holding Companies,11675.31,2335.062,5.0,1.0,1.0,4.0,7450.19,100.74,3,1
SYNCID0000002954,CA,BC,VANCOUVER,9811,0.0,0.0,1990-05-08,1991-03-03,Religious Organizations,2480824.23,22349.767837837837,111.0,3.0,52.0,59.0,1063364.85,2.17,0,1
SYNCID0000002955,CA,0,other,7739,1.0,1.0,0,2002-07-23,Other Accounting and Bookkeeping Services,381556.02,16589.392173913046,23.0,3.0,12.0,9.0,182792.68,4.29,0,1
SYNCID0000002956,CA,ON,BRAMPTON,4561,0.0,102033.0,2015-10-29,2017-02-02,General Freight Trucking Industry,54382.04,233.39931330472103,233.0,2.0,214.0,4.0,5097.72,-9958.65,3,1
SYNCID0000002957,CA,ON,SCARBOROUGH,7215,2.0,0.0,2021-06-28,2021-11-05,Holding Companies,43984.36,2749.0225,16.0,2.0,3.0,2.0,31272.84,25.32,3,1
SYNCID0000002958,CA,ON,MISSISSAUGA,4013,4.0,0.0,2023-09-16,2023-10-29,Residential Renovation,24476.07,1165.5271428571427,21.0,5.0,8.0,3.0,2809.26,12.99,0,1
SYNCID0000002959,CA,0,other,4272,2.0,55181.0,2020-12-16,2021-09-27,Drywall Work,51362.72,564.4254945054945,91.0,5.0,59.0,15.0,5271.57,0.0,0,1
SYNCID0000002960,CA,SK,REGINA,7771,1.0,0.0,0,0,Management Consulting Services,149797.52,788.4079999999999,190.0,5.0,139.0,21.0,22032.77,0.0,0,1
SYNCID0000002961,CA,ON,TORONTO,8653,1.0,137486.0,2021-05-19,2021-11-07,"Offices of Dentists, General Practice",7051.87,470.12466666666666,15.0,2.0,15.0,0.0,5450.82,0.0,3,1
SYNCID0000002962,CA,ON,COURTICE,7771,0.0,0.0,2012-03-22,0,Management Consulting Services,787311.34,2641.984362416107,298.0,4.0,178.0,118.0,123804.16,0.0,4,1
SYNCID0000002963,CA,ON,TORONTO,9642,3.0,577944.0,2020-03-15,2022-01-12,Professional Athletes and Promoters on Own Account,369180.78,4673.174430379747,79.0,3.0,56.0,20.0,138912.98,5.21,0,1
SYNCID0000002964,CA,ON,BELLEVILLE,other,1.0,0.0,2013-07-27,2013-11-25,0,198930.95,4736.451190476191,42.0,4.0,20.0,20.0,40474.79,15.7,0,1
SYNCID0000002965,CA,0,other,7215,3.0,388397.0,1998-07-12,2003-08-28,Holding Companies,84580.68,1762.0974999999999,48.0,4.0,37.0,10.0,45427.2,0.0,0,1
SYNCID0000002966,CA,ON,TORONTO,9712,1.0,78216.0,2016-12-11,2018-11-08,Beauty Shops,25564.7,1278.2350000000001,20.0,3.0,6.0,1.0,15851.17,43.04,0,1
SYNCID0000002967,CA,ON,OTTAWA,6352,0.0,0.0,2021-05-12,2021-11-12,Paint and Body Repair Shops,7102.78,7102.78,1.0,1.0,0.0,1.0,7102.78,7102.78,3,1
SYNCID0000002968,CA,NS,DARTMOUTH,9841,0.0,0.0,2020-11-24,2020-12-06,Labour Organizations,25.03,25.03,1.0,1.0,1.0,0.0,25.03,25.03,3,1
SYNCID0000002969,CA,ON,MISSISSAUGA,other,1.0,0.0,2019-08-13,2019-09-21,0,60337.09,287.31947619047617,210.0,3.0,166.0,7.0,3237.89,-239.94,0,1
SYNCID0000002970,CA,MB,WINNIPEG,7215,0.0,0.0,2018-12-29,2018-12-30,Holding Companies,353.75,353.75,1.0,1.0,0.0,1.0,353.75,353.75,3,1
SYNCID0000002971,CA,0,other,4411,0.0,0.0,2023-08-31,2023-12-05,"Project Management, Construction",573806.61,6040.069578947368,95.0,5.0,73.0,21.0,210446.67,2.15,0,1
SYNCID0000002972,CA,0,other,8599,1.0,13640.0,2020-04-05,2020-05-19,Other Educational Services,1248.9,73.46470588235294,17.0,1.0,17.0,0.0,235.3,0.0,3,1
SYNCID0000002973,CA,BC,RICHMOND,6342,2.0,0.0,2023-11-18,2023-12-04,"Tire, Battery, Parts and Accessories Stores",27.79,27.79,1.0,1.0,1.0,0.0,27.79,27.79,3,1
SYNCID0000002974,CA,0,other,5319,3.0,0.0,2022-03-29,2022-09-17,"Other Apparel, Wholesale",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
SYNCID0000002975,CA,BC,SQUAMISH,9211,10.0,789165.0,2012-01-06,2012-12-08,"Restaurants, Licensed",580945.3,3010.0792746113993,193.0,5.0,93.0,55.0,172040.08,2.98,0,1
SYNCID0000002976,CA,ON,TORONTO,8653,2.0,176475.0,2006-10-06,0,"Offices of Dentists, General Practice",123285.96,505.27032786885246,244.0,4.0,216.0,27.0,32919.01,-188.86,0,1
SYNCID0000002977,CA,ON,TORONTO,4011,1.0,0.0,2019-11-13,2019-12-12,Single Family Housing,314019.93,5322.371694915254,59.0,4.0,35.0,24.0,102667.09,0.0,0,1
SYNCID0000002978,CA,BC,PORT MOODY,0119,1.0,0.0,0,0,0,9287.279999999999,1326.7542857142855,7.0,1.0,6.0,1.0,3777.32,74.54,3,1
SYNCID0000002979,CA,AB,LETHBRIDGE,8652,0.0,0.0,2008-05-13,1999-01-22,"Offices of Physicians and Surgeons, Specialists",100800.19,10080.019,10.0,2.0,4.0,6.0,95255.96,61.2,3,1
SYNCID0000002980,CA,ON,OAKVILLE,other,1.0,1.0,2020-10-09,0,0,46581.11,3327.222142857143,14.0,2.0,4.0,5.0,15448.99,51.15,3,1
SYNCID0000002981,CA,ON,NORTH YORK,8651,6.0,1156399.0,2006-02-22,2006-04-25,"Offices of Physicians, General Practice",29211616.84,135867.98530232557,215.0,4.0,145.0,69.0,7311797.91,0.0,1,-1
SYNCID0000002982,CA,ON,NORTH BAY,9931,0.0,63875.0,1992-06-30,2000-10-11,Photographers,15917.22,482.34,33.0,2.0,32.0,1.0,10189.63,0.0,3,1
SYNCID0000002983,CA,MB,WINNIPEG,7771,1.0,0.0,0,0,Management Consulting Services,22361.24,263.0734117647059,85.0,3.0,81.0,2.0,3782.29,0.0,0,1
SYNCID0000002984,CA,AB,CHESTERMERE,7215,2.0,0.0,2022-01-03,0,Holding Companies,297681.9,15667.468421052632,19.0,1.0,16.0,3.0,181196.57,20.46,3,1
SYNCID0000002987,CA,BC,NORTH VANCOUVER,other,3.0,0.0,2021-02-02,2022-05-02,0,4922.02,984.4040000000001,5.0,2.0,1.0,4.0,2220.59,42.83,3,1
SYNCID0000002988,CA,NL,other,4226,0.0,114968.0,2017-08-21,2017-10-09,Rough and Framing Carpentry,2846.88,2846.88,1.0,1.0,1.0,0.0,2846.88,2846.88,3,1
SYNCID0000002989,CA,0,other,other,0.0,292096.0,2011-11-14,2020-11-15,0,652.7,72.52222222222223,9.0,1.0,9.0,0.0,158.01,0.0,3,1
SYNCID0000002990,CA,0,other,4231,2.0,97890.0,0,2019-09-08,Masonry Work,103797.9,1789.6189655172413,58.0,2.0,9.0,15.0,23056.34,2.1,3,1
SYNCID0000002991,CA,ON,NIAGARA FALLS,8652,1.0,721989.0,0,0,"Offices of Physicians and Surgeons, Specialists",62019.95,20673.316666666666,3.0,2.0,2.0,1.0,59599.25,830.92,3,1
SYNCID0000002992,CA,ON,OTTAWA,4276,1.0,0.0,0,2019-03-30,Terrazzo and Tile Work,170717.55,1759.9747422680412,97.0,5.0,52.0,13.0,55631.35,0.0,0,1
SYNCID0000002993,CA,AB,CALGARY,other,1.0,49532.0,2002-10-27,2004-03-03,0,4004.29,100.10725,40.0,2.0,40.0,0.0,1375.46,0.0,3,1
SYNCID0000002994,CA,ON,BOWMANVILLE,9693,8.0,1042371.0,1999-07-13,1999-12-17,"Dance Halls, Studios and Schools",127848.36,3196.209,40.0,4.0,18.0,10.0,34321.82,2.05,0,1
SYNCID0000002995,CA,ON,TORONTO,8651,0.0,1502641.0,2010-08-24,2014-08-01,"Offices of Physicians, General Practice",2876255.03,8125.0142090395475,354.0,3.0,212.0,133.0,417821.6,2.06,4,1
SYNCID0000002996,CA,ON,ORLEANS,4021,0.0,16542.0,1984-01-27,2001-12-02,Manufacturing and Light Industrial Building,98069.56,49034.78,2.0,1.0,1.0,1.0,96928.01,1141.55,3,1
SYNCID0000002997,CA,0,other,0141,2.0,138271.0,0,2001-02-10,0,2143.37,357.2283333333333,6.0,1.0,6.0,0.0,1958.33,7.2,3,1
SYNCID0000002999,CA,BC,SURREY,8635,1.0,0.0,2021-03-18,2021-07-09,Public Health Clinics Community Health Centres,107041.15,2893.004054054054,37.0,4.0,18.0,13.0,27429.95,30.46,0,1
SYNCID0000003000,CA,0,other,9953,0.0,0.0,1991-01-13,2016-09-18,Janitorial Services,85224.99,4058.3328571428574,21.0,1.0,5.0,16.0,33466.62,2.58,3,1
SYNCID0000003001,CA,ON,RICHMOND HILL,0139,5.0,363898.0,0,2000-12-16,0,334183.28,2610.806875,128.0,4.0,59.0,50.0,51149.28,1.56,0,1
SYNCID0000003002,CA,ON,STRATFORD,other,1.0,0.0,2022-04-26,2022-06-27,0,17228.79,1566.2536363636364,11.0,1.0,4.0,7.0,8766.02,19.09,3,1
SYNCID0000003003,CA,0,other,other,0.0,0.0,1985-11-28,0,0,10448.45,1160.9388888888889,9.0,1.0,0.0,0.0,3220.59,118.86,3,1
SYNCID0000003004,CA,ON,NEPEAN,other,0.0,2031410.0,2007-03-10,0,0,23016.750000000004,1644.0535714285718,14.0,3.0,11.0,1.0,9410.78,2.08,0,1
SYNCID0000003005,CA,MB,WINNIPEG,7721,0.0,0.0,2013-06-26,2013-08-24,Computer Services,28440.530000000002,677.1554761904763,42.0,3.0,37.0,5.0,5488.06,0.0,0,1
SYNCID0000003006,CA,AB,CALGARY,7512,0.0,0.0,1992-07-28,2013-02-01,Operators of Non-Residential Buildings,1473.57,245.595,6.0,1.0,0.0,0.0,531.13,36.64,3,1
SYNCID0000003007,CA,ON,MISSISSAUGA,0139,1.0,0.0,2023-12-14,2023-12-31,0,166608.75,2603.26171875,64.0,2.0,28.0,30.0,70889.98,5.33,3,1
SYNCID0000003008,CA,AB,EDMONTON,7749,0.0,0.0,1990-05-16,0,Other Advertising Services,154698.71,17188.745555555553,9.0,1.0,7.0,2.0,125886.72,1.24,3,1
SYNCID0000003009,CA,ON,WHITBY,7611,4.0,377267.0,1992-11-18,1992-12-08,Insurance and Real Estate Agencies,57203.29,1733.4330303030304,33.0,2.0,18.0,15.0,8173.22,2.12,3,1
SYNCID0000003010,CA,AB,CALGARY,7512,0.0,244359.0,2000-08-22,2000-09-05,Operators of Non-Residential Buildings,13485.13,1926.4471428571428,7.0,2.0,2.0,5.0,8021.82,106.44,3,1
SYNCID0000003011,CA,0,other,7292,1.0,155996.0,2018-03-19,2019-07-01,"Estate, Trust and Agency Funds",59232.38,29616.19,2.0,1.0,1.0,1.0,59123.71,108.67,3,1
SYNCID0000003012,CA,ON,BURLINGTON,4022,2.0,0.0,1997-01-17,1997-07-20,Commercial Building,102942.9,719.8804195804196,143.0,4.0,117.0,11.0,10688.31,-64.67,0,1
SYNCID0000003013,CA,ON,NORTH YORK,nan,5.0,1278930.0,0,2008-09-16,0,14764.64,177.88722891566263,83.0,5.0,73.0,8.0,2804.03,-211.52,0,1
SYNCID0000003014,CA,ON,MARKHAM,7215,1.0,0.0,1903-08-05,1901-01-26,Holding Companies,7114.01,1422.8020000000001,5.0,1.0,5.0,0.0,5425.29,224.0,3,1
SYNCID0000003015,CA,0,other,6359,1.0,0.0,2021-05-21,2021-09-02,Other Motor Vehicle Repair Shops,306698.6,2714.146902654867,113.0,3.0,56.0,47.0,80006.12,9.65,0,1
SYNCID0000003016,CA,BC,KAMLOOPS,8661,0.0,0.0,2003-09-01,2003-11-14,Offices of Chiropractors and Osteopaths,1263696.4100000001,252739.28200000004,5.0,2.0,3.0,2.0,1252380.25,682.52,3,1
SYNCID0000003017,CA,ON,BRAMPTON,4561,1.0,0.0,0,2022-07-01,General Freight Trucking Industry,2377855.04,16984.67885714286,140.0,1.0,79.0,61.0,1354908.58,0.01,3,1
SYNCID0000003018,CA,0,other,9659,0.0,0.0,1963-11-16,1992-03-17,Other Sports and Recreation Clubs,5570.599999999999,2785.2999999999997,2.0,1.0,2.0,0.0,5000.82,569.78,3,1
SYNCID0000003019,CA,ON,MISSISSAUGA,4561,1.0,0.0,2023-04-26,2023-08-07,General Freight Trucking Industry,179647.82,1562.1549565217392,115.0,1.0,43.0,72.0,58597.49,0.01,3,1
SYNCID0000003020,CA,0,other,7292,0.0,0.0,2023-04-27,2023-07-04,"Estate, Trust and Agency Funds",15769.49,15769.49,1.0,1.0,1.0,0.0,15769.49,15769.49,3,1
SYNCID0000003021,CA,0,other,other,0.0,0.0,2023-05-05,2023-08-07,0,64945.869999999995,2952.0849999999996,22.0,4.0,14.0,4.0,60969.17,0.0,0,1
SYNCID0000003022,CA,0,other,6012,3.0,279935.0,1964-07-05,0,Food (Specialty) Stores,293793.65,1813.5410493827162,162.0,4.0,143.0,17.0,58655.41,-128.64,0,1
SYNCID0000003023,CA,ON,LONDON,4013,1.0,0.0,0,2023-07-26,Residential Renovation,176813.79,2678.9968181818185,66.0,3.0,59.0,7.0,105838.94,0.0,0,1
SYNCID0000003024,CA,0,other,7292,0.0,0.0,0,2023-01-09,"Estate, Trust and Agency Funds",5144.31,1714.7700000000002,3.0,1.0,2.0,1.0,4787.97,151.82,3,1
SYNCID0000003025,CA,ON,PETERBOROUGH,8671,0.0,0.0,2010-08-02,2009-11-02,Offices of Psychologists,58895.42,5354.12909090909,11.0,2.0,7.0,4.0,48168.83,46.37,3,1
SYNCID0000003026,CA,NS,TRURO,6121,0.0,0.0,2013-12-28,2013-12-29,Men's Clothing Stores,1144929.81,5531.061884057971,207.0,3.0,24.0,183.0,150359.91,0.0,4,1
SYNCID0000003027,CA,ON,BANCROFT,3971,1.0,0.0,2022-05-07,2022-07-26,Sign and Display Industry,7959.13,418.9015789473684,19.0,3.0,10.0,1.0,3495.84,25.7,0,1
SYNCID0000003028,CA,AB,CALGARY,7292,0.0,0.0,2007-06-20,2021-05-26,"Estate, Trust and Agency Funds",730147.1499999999,91268.39374999999,8.0,1.0,4.0,4.0,414435.76,460.07,3,1
SYNCID0000003029,CA,ON,OSHAWA,7761,7.0,0.0,2016-11-19,2016-11-28,Offices of Lawyers and Notaries,149617.94,2624.8761403508774,57.0,2.0,33.0,24.0,46275.2,2.14,3,1
SYNCID0000003030,CA,ON,OTTAWA,7292,0.0,0.0,2004-03-25,2008-04-05,"Estate, Trust and Agency Funds",17506.26,8753.13,2.0,1.0,2.0,0.0,17095.98,410.28,3,1
SYNCID0000003031,CA,ON,SMITHS FALLS,9712,0.0,66081.0,2000-04-08,2000-11-01,Beauty Shops,88710.72,2112.16,42.0,1.0,7.0,35.0,27599.49,2.1,3,1
SYNCID0000003032,CA,ON,TIMMINS,4013,3.0,451636.0,2020-04-24,0,Residential Renovation,18480.51,543.5444117647058,34.0,5.0,22.0,11.0,2119.89,0.0,0,1
SYNCID0000003033,CA,ON,BRAMPTON,4261,5.0,0.0,2010-04-30,2016-01-30,Electrical Work,117173.84,560.6403827751196,209.0,5.0,166.0,11.0,30875.1,-17758.23,0,1
SYNCID0000003034,CA,ON,MAPLE,8665,3.0,759203.0,2021-06-13,2022-09-03,Offices of Physiotherapists-Occupational Therapists,168717.49,476.6030790960452,354.0,4.0,337.0,16.0,23712.71,-858.08,0,1
SYNCID0000003035,CA,AB,CALGARY,8651,1.0,188986.0,2004-09-14,0,"Offices of Physicians, General Practice",8157438.93,36094.86252212389,226.0,2.0,129.0,97.0,3029412.96,1.28,4,1
SYNCID0000003036,CA,ON,OTTAWA,9811,3.0,1.0,1978-07-16,0,Religious Organizations,130434.81999999999,1590.6685365853657,82.0,3.0,42.0,39.0,37277.59,2.1,0,1
SYNCID0000003037,CA,QC,MONTREAL,9212,0.0,0.0,2006-04-25,2007-12-16,"Restaurants, Unlicensed (including Drive-Ins)",6737.67,1122.945,6.0,1.0,3.0,3.0,3136.3,2.08,3,1
SYNCID0000003038,CA,ON,BARRIE,8666,1.0,0.0,2021-01-11,2021-01-20,Offices of Optometrists,57155.62,1843.7296774193549,31.0,1.0,10.0,21.0,39345.83,27.32,3,1
SYNCID0000003039,CA,NL,ST. JOHN'S,6031,1.0,583558.0,1994-10-16,1994-10-23,Pharmacies,1545.1299999999999,309.02599999999995,5.0,1.0,5.0,0.0,548.05,57.8,3,1
SYNCID0000003040,CA,AB,CALGARY,7752,1.0,234967.0,2017-08-14,0,Offices of Engineers,16620.43,692.5179166666667,24.0,2.0,22.0,2.0,4814.39,-12.87,3,1
SYNCID0000003041,CA,BC,VERNON,7215,1.0,1.0,2022-04-21,2022-06-30,Holding Companies,27189.829999999998,663.1665853658536,41.0,1.0,0.0,0.0,5168.34,26.31,3,1
SYNCID0000003043,CA,ON,MARKHAM,other,1.0,38271.0,2000-02-11,0,0,453629.42,5096.959775280899,89.0,1.0,51.0,38.0,150259.8,2.09,3,1
SYNCID0000003044,CA,ON,TORONTO,4219,0.0,1513861.0,2017-04-10,0,Other Site Work,619.6,309.8,2.0,1.0,2.0,0.0,411.68,207.92,3,1
SYNCID0000003045,CA,0,other,7761,1.0,13697.0,2020-04-08,2020-12-25,Offices of Lawyers and Notaries,2615.73,653.9325,4.0,2.0,3.0,0.0,1765.42,86.37,3,1
SYNCID0000003046,CA,BC,VANCOUVER,7511,0.0,0.0,2000-11-03,2000-12-09,Operators of Residential Buildings and Dwellings,37244.1,954.9769230769231,39.0,3.0,4.0,8.0,9838.99,21.64,0,1
SYNCID0000003047,CA,NS,HALIFAX,7215,1.0,0.0,2007-04-23,2007-11-22,Holding Companies,1853.02,617.6733333333333,3.0,1.0,1.0,2.0,1443.57,106.99,3,1
SYNCID0000003049,CA,AB,LEDUC,5511,2.0,717225.0,2020-08-27,2022-03-20,"Automobiles, Wholesale",635793.08,3436.719351351351,185.0,5.0,123.0,61.0,219832.03,0.0,0,1
SYNCID0000003050,CA,ON,OSGOODE,9911,25.0,0.0,2007-05-26,1991-01-24,Industrial Machinery and Equipment Rental and Leasing,15461.1,909.4764705882353,17.0,3.0,15.0,2.0,8010.9,0.0,0,1
SYNCID0000003051,CA,ON,TORONTO,7611,3.0,138507.0,0,2013-06-21,Insurance and Real Estate Agencies,391505.89,7386.903584905661,53.0,3.0,34.0,19.0,149701.22,0.0,0,1
SYNCID0000003052,CA,MB,WINNIPEG,other,2.0,1559480.0,2020-09-04,2021-01-20,0,139617.0,969.5625,144.0,4.0,52.0,6.0,16176.61,0.0,0,1
SYNCID0000003053,CA,AB,CALGARY,other,0.0,92272.0,0,0,0,167199.49,2229.3265333333334,75.0,2.0,55.0,20.0,47721.71,10.91,3,1
SYNCID0000003054,CA,0,other,4299,0.0,0.0,0,2016-12-25,Other Trade Work n.e.c.,64170.66,2790.028695652174,23.0,3.0,16.0,7.0,31555.57,2.32,0,1
SYNCID0000003055,CA,ON,SARNIA,4214,1.0,0.0,2019-10-08,2019-11-24,Excavating and Grading,193492.18,1272.9748684210526,152.0,4.0,131.0,6.0,53167.36,-98.42,0,1
SYNCID0000003057,CA,0,other,7721,0.0,90719.0,2016-04-14,2016-07-14,Computer Services,430502.93,4629.06376344086,93.0,1.0,48.0,45.0,192246.77,1.09,3,1
SYNCID0000003058,CA,ON,AURORA,6921,2.0,0.0,2021-12-04,2021-12-29,Direct Sellers,348166.17000000004,17408.308500000003,20.0,3.0,11.0,8.0,275924.49,5.19,0,1
SYNCID0000003059,CA,BC,VANCOUVER,7761,1.0,0.0,0,2024-11-16,Offices of Lawyers and Notaries,3006.63,1503.315,2.0,1.0,1.0,1.0,1963.59,1043.04,3,1
SYNCID0000003060,CA,BC,QUESNEL,7511,4.0,0.0,2021-03-27,0,Operators of Residential Buildings and Dwellings,63559.51,4889.193076923077,13.0,1.0,9.0,4.0,47725.75,2.16,3,1
SYNCID0000003061,CA,ON,TORONTO,7799,1.0,0.0,2023-01-20,2023-09-06,Other Business Services n.e.c.,25322.02,320.5318987341772,79.0,2.0,71.0,8.0,6922.71,-232.82,3,1
SYNCID0000003062,CA,AB,MEDICINE HAT,8599,0.0,0.0,2022-05-27,2023-12-10,Other Educational Services,84986.58,1440.4505084745763,59.0,2.0,52.0,7.0,46792.52,0.0,3,1
SYNCID0000003063,CA,ON,MISSISSAUGA,4561,0.0,0.0,2011-09-15,0,General Freight Trucking Industry,31925.57,409.3021794871795,78.0,4.0,73.0,5.0,6105.98,0.0,0,1
SYNCID0000003064,CA,AB,CALGARY,4013,2.0,121153.0,2005-10-08,2022-10-18,Residential Renovation,9830.49,702.1778571428571,14.0,2.0,14.0,0.0,2052.88,10.4,3,1
SYNCID0000003065,CA,ON,TORONTO,4013,1.0,238270.0,2018-12-30,0,Residential Renovation,155728.6,1354.1617391304349,115.0,5.0,87.0,27.0,23648.59,-132.06,0,1
SYNCID0000003066,CA,QC,REPENTIGNY,3971,4.0,0.0,2022-05-06,2022-10-29,Sign and Display Industry,5858.23,2929.115,2.0,1.0,1.0,1.0,5800.37,57.86,3,1
SYNCID0000003067,CA,0,other,9931,4.0,1368868.0,2001-07-26,2004-04-30,Photographers,316628.12,5654.073571428571,56.0,4.0,34.0,18.0,135996.99,2.16,0,1
SYNCID0000003068,CA,AB,CALGARY,0919,1.0,0.0,2018-12-06,2019-06-07,0,3767.2799999999997,1255.76,3.0,1.0,2.0,1.0,1982.09,468.01,3,1
SYNCID0000003069,CA,AB,EDMONTON,9861,0.0,0.0,1991-09-02,1991-09-19,Civic and Fraternal Organizations,120959.89,775.3839102564102,156.0,5.0,152.0,2.0,35777.01,-402.91,0,1
SYNCID0000003071,CA,0,other,other,1.0,58072.0,1981-09-07,1998-11-30,0,175144.87,2036.5682558139533,86.0,3.0,32.0,35.0,26259.26,14.25,0,1
